val_loss,epoch,step,train_loss,test_cindex,test_auc_mean
4.046876907348633,0,7,,,
4.047179698944092,1,15,,,
4.047629356384277,2,23,,,
4.048165798187256,3,31,,,
4.0484771728515625,4,39,,,
4.048576354980469,5,47,,,
,6,49,3.2698097229003906,,
4.048581123352051,6,55,,,
4.048325061798096,7,63,,,
4.049100399017334,8,71,,,
4.050809860229492,9,79,,,
4.050809383392334,10,87,,,
4.050915241241455,11,95,,,
,12,99,3.225825548171997,,
4.050330638885498,12,103,,,
4.049993991851807,13,111,,,
4.049201965332031,14,119,,,
4.049084186553955,15,127,,,
4.048524379730225,16,135,,,
4.048793315887451,17,143,,,
,18,149,3.2992141246795654,,
4.048466205596924,18,151,,,
4.048611640930176,19,159,,,
4.048020362854004,20,167,,,
4.048115253448486,21,175,,,
4.047571659088135,22,183,,,
4.047720432281494,23,191,,,
,24,199,3.081981897354126,,
4.047939777374268,24,199,,,
4.0480875968933105,25,207,,,
4.047733306884766,26,215,,,
4.047609806060791,27,223,,,
4.047760963439941,28,231,,,
4.047542095184326,29,239,,,
4.0473127365112305,30,247,,,
,31,249,3.1516928672790527,,
4.047070026397705,31,255,,,
4.046779155731201,32,263,,,
4.046873569488525,33,271,,,
4.047303676605225,34,279,,,
4.046304225921631,35,287,,,
4.046252727508545,36,295,,,
,37,299,3.2045276165008545,,
4.046494007110596,37,303,,,
4.046362400054932,38,311,,,
4.04550313949585,39,319,,,
4.045372486114502,40,327,,,
4.0445876121521,41,335,,,
4.044920444488525,42,343,,,
,43,349,3.275491952896118,,
4.044994831085205,43,351,,,
4.044776439666748,44,359,,,
4.044936656951904,45,367,,,
4.04464864730835,46,375,,,
4.044641494750977,47,383,,,
4.044074535369873,48,391,,,
,49,399,3.2376646995544434,,
4.043853282928467,49,399,,,
4.043641567230225,50,407,,,
4.043805122375488,51,415,,,
4.043924808502197,52,423,,,
4.044414520263672,53,431,,,
4.044190406799316,54,439,,,
4.04375696182251,55,447,,,
,56,449,3.3502819538116455,,
4.043520450592041,56,455,,,
4.043392658233643,57,463,,,
4.043417453765869,58,471,,,
4.042907238006592,59,479,,,
4.042933464050293,60,487,,,
4.042626857757568,61,495,,,
,62,499,3.1586382389068604,,
4.041957855224609,62,503,,,
4.041187763214111,63,511,,,
4.041077136993408,64,519,,,
4.041127681732178,65,527,,,
4.040342330932617,66,535,,,
4.039615154266357,67,543,,,
,68,549,3.2822489738464355,,
4.03894567489624,68,551,,,
4.03978157043457,69,559,,,
4.039344310760498,70,567,,,
4.039190769195557,71,575,,,
4.0389838218688965,72,583,,,
4.038414478302002,73,591,,,
,74,599,3.2399742603302,,
4.038099765777588,74,599,,,
4.036879539489746,75,607,,,
4.036756992340088,76,615,,,
4.035963535308838,77,623,,,
4.036190032958984,78,631,,,
4.035684108734131,79,639,,,
4.03576135635376,80,647,,,
,81,649,3.18288516998291,,
4.035246849060059,81,655,,,
4.034664154052734,82,663,,,
4.034429550170898,83,671,,,
4.03499698638916,84,679,,,
4.033930778503418,85,687,,,
4.033761501312256,86,695,,,
,87,699,3.383305788040161,,
4.033575057983398,87,703,,,
4.032821178436279,88,711,,,
4.03200101852417,89,719,,,
4.031625270843506,90,727,,,
4.031337738037109,91,735,,,
4.030906677246094,92,743,,,
,93,749,3.5291411876678467,,
4.03068208694458,93,751,,,
4.0304036140441895,94,759,,,
4.030090808868408,95,767,,,
4.030029296875,96,775,,,
4.029788970947266,97,783,,,
4.029104709625244,98,791,,,
,99,799,3.8122329711914062,,
4.029748439788818,99,799,,,
4.0284013748168945,100,807,,,
4.027617931365967,101,815,,,
4.027114391326904,102,823,,,
4.026946544647217,103,831,,,
4.025951862335205,104,839,,,
4.025475025177002,105,847,,,
,106,849,3.2608578205108643,,
4.024845600128174,106,855,,,
4.025106430053711,107,863,,,
4.024952411651611,108,871,,,
4.02409553527832,109,879,,,
4.024445056915283,110,887,,,
4.024506568908691,111,895,,,
,112,899,3.247279405593872,,
4.0231032371521,112,903,,,
4.022837162017822,113,911,,,
4.022156715393066,114,919,,,
4.020863056182861,115,927,,,
4.020952224731445,116,935,,,
4.020796298980713,117,943,,,
,118,949,3.1721413135528564,,
4.021687984466553,118,951,,,
4.020608425140381,119,959,,,
4.0195231437683105,120,967,,,
4.019713878631592,121,975,,,
4.018740177154541,122,983,,,
4.018755912780762,123,991,,,
,124,999,3.1600351333618164,,
4.018337249755859,124,999,,,
4.01811408996582,125,1007,,,
4.017436504364014,126,1015,,,
4.017082691192627,127,1023,,,
4.017711162567139,128,1031,,,
4.017868518829346,129,1039,,,
4.018263339996338,130,1047,,,
,131,1049,3.2728004455566406,,
4.019110679626465,131,1055,,,
4.01814079284668,132,1063,,,
4.017611980438232,133,1071,,,
4.017143249511719,134,1079,,,
4.017268657684326,135,1087,,,
4.017576694488525,136,1095,,,
,137,1099,3.128981590270996,,
4.017201900482178,137,1103,,,
4.016244888305664,138,1111,,,
4.015879154205322,139,1119,,,
4.015936374664307,140,1127,,,
4.015211582183838,141,1135,,,
4.014759063720703,142,1143,,,
,143,1149,3.0317270755767822,,
4.014542102813721,143,1151,,,
4.014163494110107,144,1159,,,
4.013973236083984,145,1167,,,
4.013271808624268,146,1175,,,
4.012990474700928,147,1183,,,
4.0123724937438965,148,1191,,,
,149,1199,3.229349136352539,,
4.012547016143799,149,1199,,,
4.011967182159424,150,1207,,,
4.01228141784668,151,1215,,,
4.011295318603516,152,1223,,,
4.0105671882629395,153,1231,,,
4.00973653793335,154,1239,,,
4.00987434387207,155,1247,,,
,156,1249,3.2474467754364014,,
4.00977087020874,156,1255,,,
4.008556842803955,157,1263,,,
4.008349895477295,158,1271,,,
4.008031368255615,159,1279,,,
4.00710916519165,160,1287,,,
4.007253646850586,161,1295,,,
,162,1299,3.589547634124756,,
4.006424903869629,162,1303,,,
4.00662899017334,163,1311,,,
4.005987644195557,164,1319,,,
4.006867408752441,165,1327,,,
4.005313396453857,166,1335,,,
4.005462169647217,167,1343,,,
,168,1349,3.1807777881622314,,
4.006637096405029,168,1351,,,
4.006309986114502,169,1359,,,
4.00558614730835,170,1367,,,
4.005603790283203,171,1375,,,
4.005758762359619,172,1383,,,
4.004269123077393,173,1391,,,
,174,1399,3.215425491333008,,
4.004568099975586,174,1399,,,
4.003532886505127,175,1407,,,
4.003993034362793,176,1415,,,
4.00382137298584,177,1423,,,
4.003397464752197,178,1431,,,
4.004122257232666,179,1439,,,
4.003421783447266,180,1447,,,
,181,1449,3.0130856037139893,,
4.0020880699157715,181,1455,,,
4.001713752746582,182,1463,,,
4.0016608238220215,183,1471,,,
4.00198221206665,184,1479,,,
4.002628803253174,185,1487,,,
4.002892017364502,186,1495,,,
,187,1499,3.077902317047119,,
4.002539157867432,187,1503,,,
4.001952648162842,188,1511,,,
4.001530647277832,189,1519,,,
4.000872611999512,190,1527,,,
4.000365734100342,191,1535,,,
3.999110460281372,192,1543,,,
,193,1549,3.0948617458343506,,
3.999572515487671,193,1551,,,
3.999570846557617,194,1559,,,
3.9997270107269287,195,1567,,,
4.000532627105713,196,1575,,,
3.999274969100952,197,1583,,,
3.9988372325897217,198,1591,,,
,199,1599,3.1179652214050293,,
3.9983749389648438,199,1599,,,
3.998178482055664,200,1607,,,
3.9976842403411865,201,1615,,,
3.9979870319366455,202,1623,,,
3.9967775344848633,203,1631,,,
3.9979302883148193,204,1639,,,
3.997675657272339,205,1647,,,
,206,1649,3.1364264488220215,,
3.996877908706665,206,1655,,,
3.9969682693481445,207,1663,,,
3.996709108352661,208,1671,,,
3.997713088989258,209,1679,,,
3.9965522289276123,210,1687,,,
3.996579170227051,211,1695,,,
,212,1699,3.0222651958465576,,
3.996199607849121,212,1703,,,
3.9966611862182617,213,1711,,,
3.9960505962371826,214,1719,,,
3.996161699295044,215,1727,,,
3.994410753250122,216,1735,,,
3.994694709777832,217,1743,,,
,218,1749,2.8652703762054443,,
3.9939136505126953,218,1751,,,
3.994494676589966,219,1759,,,
3.994399309158325,220,1767,,,
3.9949655532836914,221,1775,,,
3.994194984436035,222,1783,,,
3.995182752609253,223,1791,,,
,224,1799,2.9697682857513428,,
3.994649648666382,224,1799,,,
3.993299722671509,225,1807,,,
3.9914071559906006,226,1815,,,
3.992110013961792,227,1823,,,
3.9912633895874023,228,1831,,,
3.9925174713134766,229,1839,,,
3.9926557540893555,230,1847,,,
,231,1849,2.9852471351623535,,
3.99239444732666,231,1855,,,
3.992147207260132,232,1863,,,
3.991185426712036,233,1871,,,
3.9920589923858643,234,1879,,,
3.9908015727996826,235,1887,,,
3.9912426471710205,236,1895,,,
,237,1899,3.09368634223938,,
3.9902114868164062,237,1903,,,
3.9906561374664307,238,1911,,,
3.989469528198242,239,1919,,,
3.9890682697296143,240,1927,,,
3.9902985095977783,241,1935,,,
3.989496946334839,242,1943,,,
,243,1949,2.9043257236480713,,
3.9893314838409424,243,1951,,,
3.989955186843872,244,1959,,,
3.990131139755249,245,1967,,,
3.9894256591796875,246,1975,,,
3.9883687496185303,247,1983,,,
3.988581418991089,248,1991,,,
,249,1999,3.036773681640625,,
3.9865894317626953,249,1999,,,
3.9872004985809326,250,2007,,,
3.9865779876708984,251,2015,,,
3.98596453666687,252,2023,,,
3.986159086227417,253,2031,,,
3.9860217571258545,254,2039,,,
3.9856741428375244,255,2047,,,
,256,2049,2.876175880432129,,
3.98471999168396,256,2055,,,
3.985867738723755,257,2063,,,
3.984755754470825,258,2071,,,
3.9857616424560547,259,2079,,,
3.9851462841033936,260,2087,,,
3.9850704669952393,261,2095,,,
,262,2099,2.905623197555542,,
3.984713554382324,262,2103,,,
3.983250856399536,263,2111,,,
3.983565092086792,264,2119,,,
3.9828691482543945,265,2127,,,
