val_loss,epoch,step,train_loss
4.028591632843018,0,7,
4.028295516967773,1,15,
4.027562618255615,2,23,
4.026089191436768,3,31,
4.024313449859619,4,39,
4.022101402282715,5,47,
,6,49,3.3358066082000732
4.0191497802734375,6,55,
4.015617370605469,7,63,
4.0104780197143555,8,71,
4.004795074462891,9,79,
4.000036716461182,10,87,
3.9973604679107666,11,95,
,12,99,3.1814658641815186
3.9955644607543945,12,103,
3.9940505027770996,13,111,
3.993475914001465,14,119,
3.9933111667633057,15,127,
3.993014335632324,16,135,
3.9923527240753174,17,143,
,18,149,3.2272915840148926
3.992405414581299,18,151,
3.991562843322754,19,159,
3.991821765899658,20,167,
3.9918203353881836,21,175,
3.991533041000366,22,183,
3.9910504817962646,23,191,
,24,199,3.391735553741455
3.99078631401062,24,199,
3.9906857013702393,25,207,
3.9900667667388916,26,215,
3.9899556636810303,27,223,
3.989799737930298,28,231,
3.9896762371063232,29,239,
3.9892148971557617,30,247,
,31,249,3.2807345390319824
3.989032506942749,31,255,
3.9888081550598145,32,263,
3.988539457321167,33,271,
3.9887278079986572,34,279,
3.988666534423828,35,287,
3.988872528076172,36,295,
,37,299,3.413106918334961
3.9881246089935303,37,303,
3.9870593547821045,38,311,
3.987213134765625,39,319,
3.9876883029937744,40,327,
3.9877946376800537,41,335,
3.9882073402404785,42,343,
,43,349,3.3426971435546875
3.987751007080078,43,351,
3.9872260093688965,44,359,
3.986483335494995,45,367,
3.9863624572753906,46,375,
3.9859111309051514,47,383,
3.9848217964172363,48,391,
,49,399,3.2011160850524902
3.985328197479248,49,399,
3.984860420227051,50,407,
3.98553204536438,51,415,
3.984286308288574,52,423,
3.9835915565490723,53,431,
3.983330011367798,54,439,
3.982760429382324,55,447,
,56,449,3.3260045051574707
3.982438087463379,56,455,
3.9816181659698486,57,463,
3.981687068939209,58,471,
3.981088876724243,59,479,
3.9810447692871094,60,487,
3.980386972427368,61,495,
,62,499,3.1322708129882812
3.9802117347717285,62,503,
3.9798760414123535,63,511,
3.980103015899658,64,519,
3.979466438293457,65,527,
3.9793591499328613,66,535,
3.979247570037842,67,543,
,68,549,3.276766300201416
3.978529691696167,68,551,
3.97794508934021,69,559,
3.9777283668518066,70,567,
3.977695941925049,71,575,
3.9770822525024414,72,583,
3.97646164894104,73,591,
,74,599,3.2897093296051025
3.976248264312744,74,599,
3.9762117862701416,75,607,
3.9754066467285156,76,615,
3.9751763343811035,77,623,
3.974324941635132,78,631,
3.9741129875183105,79,639,
3.973942995071411,80,647,
,81,649,3.1554441452026367
3.973714590072632,81,655,
3.9728918075561523,82,663,
3.97293758392334,83,671,
3.9729652404785156,84,679,
3.972066640853882,85,687,
3.9723124504089355,86,695,
,87,699,3.2830872535705566
3.9714181423187256,87,703,
3.9712753295898438,88,711,
3.9710545539855957,89,719,
3.9721057415008545,90,727,
3.9718286991119385,91,735,
3.971029758453369,92,743,
,93,749,3.2499842643737793
3.9711453914642334,93,751,
3.9701602458953857,94,759,
3.9696924686431885,95,767,
3.9693603515625,96,775,
3.9690258502960205,97,783,
3.9683759212493896,98,791,
,99,799,3.217381715774536
3.968696117401123,99,799,
3.968787670135498,100,807,
3.9687085151672363,101,815,
3.9677135944366455,102,823,
3.9679408073425293,103,831,
3.9678704738616943,104,839,
3.9680161476135254,105,847,
,106,849,3.2665562629699707
3.9668514728546143,106,855,
3.965829610824585,107,863,
3.965754508972168,108,871,
3.9657208919525146,109,879,
3.9646706581115723,110,887,
3.9644811153411865,111,895,
,112,899,3.1375250816345215
3.9637644290924072,112,903,
3.964043140411377,113,911,
3.9633800983428955,114,919,
3.963404655456543,115,927,
3.962986469268799,116,935,
3.9627528190612793,117,943,
,118,949,2.9826107025146484
3.9619956016540527,118,951,
3.961221933364868,119,959,
3.9617199897766113,120,967,
3.9609503746032715,121,975,
3.9608218669891357,122,983,
3.9597628116607666,123,991,
,124,999,3.2876527309417725
3.9603960514068604,124,999,
3.959961414337158,125,1007,
3.959033489227295,126,1015,
3.9594826698303223,127,1023,
3.9590559005737305,128,1031,
3.9586169719696045,129,1039,
3.9574239253997803,130,1047,
,131,1049,3.151961326599121
3.9572911262512207,131,1055,
3.956183433532715,132,1063,
3.9570775032043457,133,1071,
3.9563283920288086,134,1079,
3.956454277038574,135,1087,
3.957052707672119,136,1095,
,137,1099,3.3059933185577393
3.9564614295959473,137,1103,
3.9558756351470947,138,1111,
3.9548699855804443,139,1119,
3.9545810222625732,140,1127,
3.955634117126465,141,1135,
3.954226493835449,142,1143,
,143,1149,3.184373617172241
3.9536683559417725,143,1151,
3.9537317752838135,144,1159,
3.9532580375671387,145,1167,
3.9539337158203125,146,1175,
3.9537012577056885,147,1183,
3.9533538818359375,148,1191,
,149,1199,3.232417583465576
3.9524142742156982,149,1199,
3.9527206420898438,150,1207,
3.952375888824463,151,1215,
3.9516055583953857,152,1223,
3.9514684677124023,153,1231,
3.9505650997161865,154,1239,
3.9498226642608643,155,1247,
,156,1249,3.1630146503448486
3.950958490371704,156,1255,
3.9501137733459473,157,1263,
3.950890064239502,158,1271,
3.950303077697754,159,1279,
3.9493298530578613,160,1287,
3.94891095161438,161,1295,
,162,1299,3.1162474155426025
3.948683738708496,162,1303,
3.948129415512085,163,1311,
3.9469640254974365,164,1319,
3.9475033283233643,165,1327,
3.9469449520111084,166,1335,
3.9465296268463135,167,1343,
,168,1349,3.2968475818634033
3.9467647075653076,168,1351,
3.946621894836426,169,1359,
3.9459750652313232,170,1367,
3.946230411529541,171,1375,
3.9457826614379883,172,1383,
3.9451565742492676,173,1391,
,174,1399,3.147799253463745
3.944701910018921,174,1399,
3.9443576335906982,175,1407,
3.94380521774292,176,1415,
3.944246768951416,177,1423,
3.94439435005188,178,1431,
3.9438488483428955,179,1439,
3.9442825317382812,180,1447,
,181,1449,3.1595261096954346
3.943727970123291,181,1455,
3.9427449703216553,182,1463,
3.942000389099121,183,1471,
3.942528009414673,184,1479,
3.9416873455047607,185,1487,
3.9406168460845947,186,1495,
,187,1499,3.0751185417175293
3.9405031204223633,187,1503,
3.941152811050415,188,1511,
3.9410970211029053,189,1519,
3.940790891647339,190,1527,
3.9402456283569336,191,1535,
3.9403207302093506,192,1543,
,193,1549,3.2919392585754395
3.9388716220855713,193,1551,
3.939110279083252,194,1559,
3.9390385150909424,195,1567,
3.93850040435791,196,1575,
3.938434362411499,197,1583,
3.938030481338501,198,1591,
,199,1599,3.097715377807617
3.9385554790496826,199,1599,
