val_loss,epoch,step,train_loss,test_cindex,test_auc_mean
3.9254865646362305,58,471,,,
3.925156831741333,59,479,,,
3.924487829208374,60,487,,,
3.9240293502807617,61,495,,,
,62,499,3.2248587608337402,,
3.9238266944885254,62,503,,,
3.923257350921631,63,511,,,
3.9230833053588867,64,519,,,
3.9228503704071045,65,527,,,
3.9226596355438232,66,535,,,
3.9227516651153564,67,543,,,
,68,549,3.1868371963500977,,
3.9217841625213623,68,551,,,
3.9219462871551514,69,559,,,
3.9210751056671143,70,567,,,
3.921008586883545,71,575,,,
3.9205806255340576,72,583,,,
3.920295238494873,73,591,,,
,74,599,3.364569902420044,,
3.9201321601867676,74,599,,,
3.9195399284362793,75,607,,,
3.9194416999816895,76,615,,,
3.91898775100708,77,623,,,
3.918848752975464,78,631,,,
3.9182732105255127,79,639,,,
3.917965888977051,80,647,,,
,81,649,3.1914005279541016,,
3.918199062347412,81,655,,,
3.9175095558166504,82,663,,,
3.916494369506836,83,671,,,
3.9164206981658936,84,679,,,
3.915971279144287,85,687,,,
3.9155781269073486,86,695,,,
,87,699,3.102672815322876,,
3.915372610092163,87,703,,,
3.9148330688476562,88,711,,,
3.914708375930786,89,719,,,
3.9150078296661377,90,727,,,
3.9141478538513184,91,735,,,
3.9134480953216553,92,743,,,
,93,749,3.0633955001831055,,
3.913728713989258,93,751,,,
3.9133613109588623,94,759,,,
3.9125478267669678,95,767,,,
3.912409543991089,96,775,,,
3.912411689758301,97,783,,,
3.9113969802856445,98,791,,,
,99,799,3.072361707687378,,
3.910593032836914,99,799,,,
3.9100160598754883,100,807,,,
3.9099292755126953,101,815,,,
3.9092836380004883,102,823,,,
3.908849000930786,103,831,,,
3.9089744091033936,104,839,,,
3.90889048576355,105,847,,,
,106,849,2.942772626876831,,
3.9078516960144043,106,855,,,
3.9080569744110107,107,863,,,
3.90704083442688,108,871,,,
3.906848669052124,109,879,,,
3.9060018062591553,110,887,,,
3.905977964401245,111,895,,,
,112,899,3.226602792739868,,
3.905327320098877,112,903,,,
3.9049551486968994,113,911,,,
3.905641794204712,114,919,,,
3.9049057960510254,115,927,,,
3.9042539596557617,116,935,,,
3.904362916946411,117,943,,,
,118,949,3.212055206298828,,
3.9045016765594482,118,951,,,
3.9042322635650635,119,959,,,
3.9040491580963135,120,967,,,
3.9043338298797607,121,975,,,
3.903364896774292,122,983,,,
3.903205394744873,123,991,,,
,124,999,2.9747231006622314,,
3.9030468463897705,124,999,,,
3.9020092487335205,125,1007,,,
3.901862382888794,126,1015,,,
3.9017529487609863,127,1023,,,
3.9015355110168457,128,1031,,,
3.90141224861145,129,1039,,,
3.9010024070739746,130,1047,,,
,131,1049,2.9252820014953613,,
3.900692939758301,131,1055,,,
3.9003970623016357,132,1063,,,
3.8999125957489014,133,1071,,,
3.8996312618255615,134,1079,,,
3.8995327949523926,135,1087,,,
3.898902177810669,136,1095,,,
,137,1099,2.951800584793091,,
3.8994390964508057,137,1103,,,
3.8991200923919678,138,1111,,,
3.8992726802825928,139,1119,,,
3.899387836456299,140,1127,,,
3.898374557495117,141,1135,,,
3.898159980773926,142,1143,,,
,143,1149,2.9976511001586914,,
3.8967089653015137,143,1151,,,
3.8962910175323486,144,1159,,,
3.8963794708251953,145,1167,,,
3.896716594696045,146,1175,,,
3.8964316844940186,147,1183,,,
3.89628267288208,148,1191,,,
,149,1199,3.0664174556732178,,
3.8965559005737305,149,1199,,,
3.8965039253234863,150,1207,,,
3.8962032794952393,151,1215,,,
3.8961410522460938,152,1223,,,
3.895840883255005,153,1231,,,
3.8950304985046387,154,1239,,,
3.8946588039398193,155,1247,,,
,156,1249,3.088564157485962,,
3.8948726654052734,156,1255,,,
3.8948216438293457,157,1263,,,
3.894139289855957,158,1271,,,
3.8935539722442627,159,1279,,,
3.8941919803619385,160,1287,,,
3.8934779167175293,161,1295,,,
,162,1299,2.9775757789611816,,
3.893176555633545,162,1303,,,
3.891894817352295,163,1311,,,
3.8915724754333496,164,1319,,,
3.8911938667297363,165,1327,,,
3.890170097351074,166,1335,,,
3.890218496322632,167,1343,,,
,168,1349,3.0136992931365967,,
3.889202356338501,168,1351,,,
3.8892884254455566,169,1359,,,
3.8893516063690186,170,1367,,,
3.888850212097168,171,1375,,,
3.888943910598755,172,1383,,,
3.8881683349609375,173,1391,,,
,174,1399,2.9445767402648926,,
3.8881733417510986,174,1399,,,
3.8871195316314697,175,1407,,,
3.887157917022705,176,1415,,,
3.8875067234039307,177,1423,,,
3.8870885372161865,178,1431,,,
3.885571002960205,179,1439,,,
3.8860113620758057,180,1447,,,
,181,1449,3.1540918350219727,,
3.8856332302093506,181,1455,,,
3.8854100704193115,182,1463,,,
3.886270523071289,183,1471,,,
3.8859357833862305,184,1479,,,
3.885422468185425,185,1487,,,
3.884640693664551,186,1495,,,
,187,1499,3.0695719718933105,,
3.885366201400757,187,1503,,,
3.885378122329712,188,1511,,,
3.8850245475769043,189,1519,,,
3.88507080078125,190,1527,,,
3.8846402168273926,191,1535,,,
3.884770631790161,192,1543,,,
,193,1549,3.1264288425445557,,
3.884840488433838,193,1551,,,
3.885061264038086,194,1559,,,
3.8849167823791504,195,1567,,,
3.883352279663086,196,1575,,,
3.8839972019195557,197,1583,,,
3.8833515644073486,198,1591,,,
,199,1599,2.892219066619873,,
3.883972644805908,199,1599,,,
,200,1600,,0.5843045711517334,0.6499993205070496
