model,c_index,td_auc_5y,brier_score_5y,accuracy_5y,precision_5y,recall_5y,static_auc_5y,roc_auc,best_params
cox_ph,0.7043214556482184,0.7588777017255705,0.1752055777318649,0.7297297297297297,0.5,0.1,0.724537037037037,0.724537037037037,{'model__alphas': [0.1]}
gradient_boosting_survival,0.6694465504169825,0.7109536157838559,0.19008570923788726,0.7432432432432432,0.5294117647058824,0.45,0.6851851851851852,0.6851851851851852,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}"
random_survival_forest,0.6504927975739196,0.7042267014722492,0.18086857903167977,0.7297297297297297,0.0,0.0,0.6287037037037037,0.6287037037037037,"{'model__max_depth': 3, 'model__n_estimators': 100}"
cox_net,0.5708870356330553,0.519992704392149,0.23020067713880615,0.6891891891891891,0.42105263157894735,0.4,0.5972222222222222,0.5972222222222222,{'model__n_alphas': 100}
