model,c_index,td_auc_5y,brier_score_5y,accuracy_5y,precision_5y,recall_5y,static_auc_5y,roc_auc,best_params
cox_ph,0.7043214556482184,0.7588777017255705,0.1752055777318649,0.7297297297297297,0.5,0.1,0.724537037037037,0.724537037037037,{'model__alphas': [0.1]}
gradient_boosting_survival,0.6736163760424564,0.7060189291394735,0.19984133192401168,0.7567567567567568,0.5625,0.45,0.6902777777777778,0.6902777777777778,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200}"
random_survival_forest,0.6618650492797574,0.7206890834250161,0.17397555899384037,0.7432432432432432,1.0,0.05,0.6629629629629629,0.6629629629629629,"{'model__max_depth': 7, 'model__n_estimators': 200}"
cox_net,0.5708870356330553,0.519992704392149,0.23020067713880601,0.6891891891891891,0.42105263157894735,0.4,0.5972222222222222,0.5972222222222222,{'model__n_alphas': 100}
