model,c_index,td_auc_5y,brier_score_5y,accuracy_5y,precision_5y,recall_5y,static_auc_5y,roc_auc,best_params
cox_ph,0.7043214556482184,0.7588777017255705,0.1752055777318649,0.7297297297297297,0.5,0.1,0.724537037037037,0.724537037037037,{'model__alphas': [0.1]}
gradient_boosting_survival,0.6933282789992419,0.7265749259052943,0.18197423361319456,0.7837837837837838,0.6428571428571429,0.45,0.7087962962962963,0.7087962962962963,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 100}"
random_survival_forest,0.6618650492797574,0.7176448272534014,0.17831284990995694,0.7297297297297297,0.0,0.0,0.6574074074074074,0.6574074074074074,"{'model__max_depth': 3, 'model__n_estimators': 200}"
cox_net,0.5716451857467779,0.5204213245900735,0.23045432688734077,0.6891891891891891,0.42105263157894735,0.4,0.5972222222222222,0.5972222222222222,{'model__n_alphas': 50}
