val_loss,epoch,step,train_loss,test_cindex,test_auc_mean
4.046936988830566,0,7,,,
4.047255992889404,1,15,,,
4.047597408294678,2,23,,,
4.047754287719727,3,31,,,
4.047475337982178,4,39,,,
4.04637336730957,5,47,,,
,6,49,3.2122623920440674,,
4.044074535369873,6,55,,,
4.040269374847412,7,63,,,
4.032132148742676,8,71,,,
4.024211883544922,9,79,,,
4.015006065368652,10,87,,,
4.008770942687988,11,95,,,
,12,99,3.114365577697754,,
4.002564430236816,12,103,,,
3.9938790798187256,13,111,,,
3.9885575771331787,14,119,,,
3.986590623855591,15,127,,,
3.984815835952759,16,135,,,
3.982438802719116,17,143,,,
,18,149,3.1405160427093506,,
3.980748414993286,18,151,,,
3.9794321060180664,19,159,,,
3.975456476211548,20,167,,,
3.976151704788208,21,175,,,
3.9757988452911377,22,183,,,
3.9782142639160156,23,191,,,
,24,199,2.9704604148864746,,
3.9810829162597656,24,199,,,
3.980109214782715,25,207,,,
3.9780800342559814,26,215,,,
3.9776341915130615,27,223,,,
3.977147102355957,28,231,,,
3.974858283996582,29,239,,,
3.977374792098999,30,247,,,
,31,249,2.80182147026062,,
3.9817755222320557,31,255,,,
3.984177350997925,32,263,,,
3.9904701709747314,33,271,,,
3.9927732944488525,34,279,,,
3.992140054702759,35,287,,,
3.989595651626587,36,295,,,
,37,299,2.7425434589385986,,
3.992326021194458,37,303,,,
3.996332883834839,38,311,,,
3.9963560104370117,39,319,,,
3.9977245330810547,40,327,,,
3.99389910697937,41,335,,,
4.001805305480957,42,343,,,
,43,349,2.687678575515747,,
4.012176036834717,43,351,,,
4.017683506011963,44,359,,,
4.019449234008789,45,367,,,
4.014210224151611,46,375,,,
4.018866062164307,47,383,,,
4.0206074714660645,48,391,,,
,49,399,2.5076043605804443,,
4.022932529449463,49,399,,,
4.027715682983398,50,407,,,
4.038010120391846,51,415,,,
4.041512966156006,52,423,,,
4.040078639984131,53,431,,,
4.049262523651123,54,439,,,
4.063583850860596,55,447,,,
,56,449,3.2478199005126953,,
4.0731024742126465,56,455,,,
4.079457759857178,57,463,,,
4.0894389152526855,58,471,,,
4.093242645263672,59,479,,,
4.095920562744141,60,487,,,
4.101929664611816,61,495,,,
,62,499,2.535996675491333,,
4.106460094451904,62,503,,,
4.113811016082764,63,511,,,
4.121635913848877,64,519,,,
4.125333309173584,65,527,,,
4.138866901397705,66,535,,,
4.157464504241943,67,543,,,
,68,549,2.250128984451294,,
4.170640468597412,68,551,,,
4.186678886413574,69,559,,,
4.199770927429199,70,567,,,
4.221659183502197,71,575,,,
4.243420124053955,72,583,,,
4.2625041007995605,73,591,,,
,74,599,2.5880422592163086,,
4.266433238983154,74,599,,,
4.267331600189209,75,607,,,
4.273107051849365,76,615,,,
4.277609348297119,77,623,,,
4.290268421173096,78,631,,,
4.3012375831604,79,639,,,
4.297947406768799,80,647,,,
,81,649,2.364152193069458,,
4.2888312339782715,81,655,,,
4.2982563972473145,82,663,,,
4.328492641448975,83,671,,,
4.335486888885498,84,679,,,
4.327027797698975,85,687,,,
4.332240581512451,86,695,,,
,87,699,2.024660348892212,,
4.3588738441467285,87,703,,,
4.3807902336120605,88,711,,,
4.403575420379639,89,719,,,
4.416785717010498,90,727,,,
4.453546524047852,91,735,,,
4.450489521026611,92,743,,,
,93,749,2.178530693054199,,
4.481786251068115,93,751,,,
4.50990629196167,94,759,,,
4.53765344619751,95,767,,,
4.563473224639893,96,775,,,
4.574795246124268,97,783,,,
4.594089984893799,98,791,,,
,99,799,1.9517921209335327,,
4.640933036804199,99,799,,,
4.660153865814209,100,807,,,
4.651822566986084,101,815,,,
4.64030122756958,102,823,,,
4.675135135650635,103,831,,,
4.691666126251221,104,839,,,
4.725551605224609,105,847,,,
,106,849,1.7153470516204834,,
4.763521671295166,106,855,,,
4.814096927642822,107,863,,,
4.839282512664795,108,871,,,
4.837185382843018,109,879,,,
4.857217788696289,110,887,,,
4.883419990539551,111,895,,,
,112,899,1.9346176385879517,,
4.891510486602783,112,903,,,
4.912219524383545,113,911,,,
4.948140621185303,114,919,,,
4.970273494720459,115,927,,,
4.9686055183410645,116,935,,,
4.999523639678955,117,943,,,
,118,949,2.0147063732147217,,
5.055393695831299,118,951,,,
5.100838661193848,119,959,,,
5.126628398895264,120,967,,,
5.150618076324463,121,975,,,
5.19206428527832,122,983,,,
5.192232608795166,123,991,,,
,124,999,1.7445331811904907,,
5.194634914398193,124,999,,,
5.219000816345215,125,1007,,,
5.218841075897217,126,1015,,,
5.18098783493042,127,1023,,,
5.212596893310547,128,1031,,,
5.226470470428467,129,1039,,,
5.253690719604492,130,1047,,,
,131,1049,1.6340168714523315,,
5.311738967895508,131,1055,,,
5.374205112457275,132,1063,,,
5.426111221313477,133,1071,,,
5.414050579071045,134,1079,,,
5.437568187713623,135,1087,,,
5.475269317626953,136,1095,,,
,137,1099,1.729980230331421,,
5.484226703643799,137,1103,,,
5.512725353240967,138,1111,,,
5.512232303619385,139,1119,,,
5.528191089630127,140,1127,,,
5.550559997558594,141,1135,,,
5.563866138458252,142,1143,,,
,143,1149,1.5898563861846924,,
5.604986190795898,143,1151,,,
5.6346821784973145,144,1159,,,
5.658843517303467,145,1167,,,
5.655030727386475,146,1175,,,
5.625646591186523,147,1183,,,
5.625022888183594,148,1191,,,
,149,1199,1.594731330871582,,
5.643852233886719,149,1199,,,
5.687098979949951,150,1207,,,
5.765519618988037,151,1215,,,
5.754131317138672,152,1223,,,
5.757341384887695,153,1231,,,
5.789135456085205,154,1239,,,
5.845398426055908,155,1247,,,
,156,1249,1.4611775875091553,,
