val_loss,epoch,step,train_loss
3.987987518310547,0,7,
3.988156795501709,1,15,
3.988213062286377,2,23,
3.9880995750427246,3,31,
3.9873080253601074,4,39,
3.986346483230591,5,47,
,6,49,3.2975428104400635
3.9845499992370605,6,55,
3.98309063911438,7,63,
3.9802753925323486,8,71,
3.9743266105651855,9,79,
3.9697482585906982,10,87,
3.9662137031555176,11,95,
,12,99,3.4849514961242676
3.9634299278259277,12,103,
3.9601988792419434,13,111,
3.9572863578796387,14,119,
3.9546666145324707,15,127,
3.9511947631835938,16,135,
3.9501914978027344,17,143,
,18,149,3.210017204284668
3.9481117725372314,18,151,
3.944636583328247,19,159,
3.9406275749206543,20,167,
3.938044786453247,21,175,
3.9348206520080566,22,183,
3.9328510761260986,23,191,
,24,199,3.080244779586792
3.9306113719940186,24,199,
3.9290757179260254,25,207,
3.9275259971618652,26,215,
3.926804304122925,27,223,
3.9245707988739014,28,231,
3.921746015548706,29,239,
3.9202284812927246,30,247,
,31,249,2.6467554569244385
3.9199509620666504,31,255,
3.9196929931640625,32,263,
3.920569896697998,33,271,
3.9205291271209717,34,279,
3.9230124950408936,35,287,
3.9250082969665527,36,295,
,37,299,3.12758207321167
3.9244446754455566,37,303,
3.92584490776062,38,311,
3.9284348487854004,39,319,
3.9298996925354004,40,327,
3.9301199913024902,41,335,
3.9308485984802246,42,343,
,43,349,3.3137874603271484
3.930466890335083,43,351,
3.933306932449341,44,359,
3.9373764991760254,45,367,
3.936065196990967,46,375,
3.936389446258545,47,383,
3.9355666637420654,48,391,
,49,399,2.7637805938720703
3.9372551441192627,49,399,
3.942084789276123,50,407,
3.9456253051757812,51,415,
3.948424816131592,52,423,
3.948996067047119,53,431,
3.949230670928955,54,439,
3.9508399963378906,55,447,
,56,449,2.85286545753479
3.952895402908325,56,455,
3.955409526824951,57,463,
3.959873676300049,58,471,
3.967524766921997,59,479,
3.9720146656036377,60,487,
3.9762473106384277,61,495,
,62,499,1.059614658355713
3.9792869091033936,62,503,
3.9838967323303223,63,511,
3.987891435623169,64,519,
3.9896068572998047,65,527,
3.9910380840301514,66,535,
3.9930224418640137,67,543,
,68,549,2.3624322414398193
4.000657081604004,68,551,
4.005880832672119,69,559,
4.009089469909668,70,567,
4.012397289276123,71,575,
4.014388084411621,72,583,
4.021204948425293,73,591,
,74,599,2.509000778198242
4.028435230255127,74,599,
4.033639430999756,75,607,
4.041087627410889,76,615,
4.045039176940918,77,623,
4.050123691558838,78,631,
4.060201168060303,79,639,
4.067286491394043,80,647,
,81,649,2.497807025909424
4.071234703063965,81,655,
4.078795433044434,82,663,
4.079499244689941,83,671,
4.083640098571777,84,679,
4.087440490722656,85,687,
4.094986915588379,86,695,
,87,699,3.522533893585205
4.1021409034729,87,703,
4.109807014465332,88,711,
4.115420341491699,89,719,
4.123997211456299,90,727,
4.1285834312438965,91,735,
4.1339192390441895,92,743,
,93,749,1.013332486152649
4.145529747009277,93,751,
4.15020227432251,94,759,
4.151182174682617,95,767,
4.158433437347412,96,775,
4.168848991394043,97,783,
4.176813125610352,98,791,
,99,799,2.271820068359375
4.1826066970825195,99,799,
4.190972805023193,100,807,
4.207019805908203,101,815,
4.213732719421387,102,823,
4.219892978668213,103,831,
4.219715118408203,104,839,
4.217538356781006,105,847,
,106,849,2.1164679527282715
4.225093841552734,106,855,
4.231720924377441,107,863,
4.231668949127197,108,871,
4.2416887283325195,109,879,
4.248103141784668,110,887,
4.26292610168457,111,895,
,112,899,2.215074300765991
4.272626876831055,112,903,
4.283709526062012,113,911,
4.296769618988037,114,919,
4.309548854827881,115,927,
4.315356731414795,116,935,
4.319140434265137,117,943,
,118,949,3.1741464138031006
4.319921493530273,118,951,
4.319716930389404,119,959,
4.316646575927734,120,967,
4.322241306304932,121,975,
4.324110984802246,122,983,
4.329865455627441,123,991,
,124,999,2.9100003242492676
4.333003520965576,124,999,
4.338321208953857,125,1007,
4.34824800491333,126,1015,
4.350302696228027,127,1023,
4.346870422363281,128,1031,
4.345235347747803,129,1039,
4.341959476470947,130,1047,
,131,1049,2.1903202533721924
4.3455023765563965,131,1055,
4.350440502166748,132,1063,
4.348532676696777,133,1071,
4.35413122177124,134,1079,
4.357834815979004,135,1087,
4.354237079620361,136,1095,
,137,1099,0.819257915019989
4.356809139251709,137,1103,
4.357738494873047,138,1111,
4.355856895446777,139,1119,
4.37375545501709,140,1127,
4.384031772613525,141,1135,
4.394105434417725,142,1143,
,143,1149,1.1606165170669556
4.399041652679443,143,1151,
4.401917934417725,144,1159,
4.4078545570373535,145,1167,
4.427057266235352,146,1175,
4.437867164611816,147,1183,
4.445058345794678,148,1191,
,149,1199,2.3318004608154297
4.457859516143799,149,1199,
4.465874671936035,150,1207,
4.460644721984863,151,1215,
4.465179443359375,152,1223,
4.476143836975098,153,1231,
4.486773490905762,154,1239,
4.4799604415893555,155,1247,
,156,1249,2.281395196914673
4.458086967468262,156,1255,
4.466093063354492,157,1263,
4.470071792602539,158,1271,
4.49039363861084,159,1279,
4.4957709312438965,160,1287,
4.481741905212402,161,1295,
,162,1299,2.120680809020996
4.478714942932129,162,1303,
4.470771789550781,163,1311,
4.488677501678467,164,1319,
4.494572162628174,165,1327,
4.495196342468262,166,1335,
4.50129508972168,167,1343,
,168,1349,1.2144442796707153
4.495875835418701,168,1351,
4.500370979309082,169,1359,
4.506809711456299,170,1367,
4.524905204772949,171,1375,
4.536391735076904,172,1383,
4.5465192794799805,173,1391,
,174,1399,2.366602659225464
4.554571628570557,174,1399,
4.551542282104492,175,1407,
4.551368713378906,176,1415,
4.544713497161865,177,1423,
4.553220748901367,178,1431,
4.560485363006592,179,1439,
4.56451416015625,180,1447,
,181,1449,2.10872220993042
4.570050239562988,181,1455,
4.587229251861572,182,1463,
4.598524570465088,183,1471,
4.607222080230713,184,1479,
4.616740703582764,185,1487,
4.613974094390869,186,1495,
,187,1499,0.5729725360870361
4.6188201904296875,187,1503,
4.633719444274902,188,1511,
4.624865531921387,189,1519,
4.633500099182129,190,1527,
4.6444926261901855,191,1535,
4.657175064086914,192,1543,
,193,1549,0.400712251663208
4.663958549499512,193,1551,
4.660168170928955,194,1559,
4.658573150634766,195,1567,
4.6679887771606445,196,1575,
4.670406818389893,197,1583,
4.675710201263428,198,1591,
,199,1599,1.529789924621582
4.69249963760376,199,1599,
