val_loss,epoch,step,train_loss
4.240642070770264,0,7,
4.240799427032471,1,15,
4.241145610809326,2,23,
4.2419538497924805,3,31,
4.242798328399658,4,39,
4.243508338928223,5,47,
,6,49,3.3590307235717773
4.243043422698975,6,55,
4.239688396453857,7,63,
4.236689567565918,8,71,
4.233959197998047,9,79,
4.231345176696777,10,87,
4.229168891906738,11,95,
,12,99,3.28924560546875
4.227358341217041,12,103,
4.226016998291016,13,111,
4.225883960723877,14,119,
4.225627422332764,15,127,
4.22531270980835,16,135,
4.225161075592041,17,143,
,18,149,3.284693717956543
4.224260330200195,18,151,
4.223570823669434,19,159,
4.223324775695801,20,167,
4.223488807678223,21,175,
4.223541259765625,22,183,
4.223789215087891,23,191,
,24,199,3.1753480434417725
4.224123954772949,24,199,
4.223912715911865,25,207,
4.224308490753174,26,215,
4.224102973937988,27,223,
4.223658084869385,28,231,
4.223325729370117,29,239,
4.22322940826416,30,247,
,31,249,3.2168896198272705
4.2228899002075195,31,255,
4.2231645584106445,32,263,
4.223011493682861,33,271,
4.222809314727783,34,279,
4.222945690155029,35,287,
4.222680568695068,36,295,
,37,299,3.2545111179351807
4.222739219665527,37,303,
4.2226104736328125,38,311,
4.222280025482178,39,319,
4.222291946411133,40,327,
4.222592353820801,41,335,
4.222322940826416,42,343,
,43,349,3.2533743381500244
4.222017765045166,43,351,
4.221803188323975,44,359,
4.22189474105835,45,367,
4.222068786621094,46,375,
4.2219343185424805,47,383,
4.2220282554626465,48,391,
,49,399,3.164841890335083
4.2215189933776855,49,399,
4.2213358879089355,50,407,
4.221502780914307,51,415,
4.221543312072754,52,423,
4.221641540527344,53,431,
4.221445560455322,54,439,
4.221028804779053,55,447,
,56,449,3.2954976558685303
4.220647811889648,56,455,
4.220559120178223,57,463,
4.2206926345825195,58,471,
4.220442295074463,59,479,
4.220520496368408,60,487,
4.220088481903076,61,495,
,62,499,3.321899652481079
4.220125198364258,62,503,
4.220366954803467,63,511,
4.220580101013184,64,519,
4.220186233520508,65,527,
4.220170021057129,66,535,
4.22025203704834,67,543,
,68,549,3.258591651916504
4.2203168869018555,68,551,
4.220170021057129,69,559,
4.219754219055176,70,567,
4.219483375549316,71,575,
4.219291687011719,72,583,
4.219282150268555,73,591,
,74,599,3.1764752864837646
4.218504905700684,74,599,
4.218662738800049,75,607,
4.218543529510498,76,615,
4.218626499176025,77,623,
4.218039512634277,78,631,
4.217678070068359,79,639,
4.217615604400635,80,647,
,81,649,3.302616596221924
4.217473983764648,81,655,
4.217011451721191,82,663,
4.2171196937561035,83,671,
4.217192649841309,84,679,
4.216739177703857,85,687,
4.217089653015137,86,695,
,87,699,3.266623020172119
4.216648101806641,87,703,
4.216615676879883,88,711,
4.216085433959961,89,719,
4.21647310256958,90,727,
4.215805530548096,91,735,
4.215713977813721,92,743,
,93,749,3.449162244796753
4.215491771697998,93,751,
4.215848445892334,94,759,
4.215907573699951,95,767,
4.21577262878418,96,775,
4.215566635131836,97,783,
4.215282917022705,98,791,
,99,799,3.199519634246826
4.214967727661133,99,799,
4.214702606201172,100,807,
4.214097499847412,101,815,
4.214060306549072,102,823,
4.2140703201293945,103,831,
4.21380615234375,104,839,
4.213436126708984,105,847,
,106,849,3.320524215698242
4.213043212890625,106,855,
4.212724208831787,107,863,
4.21265172958374,108,871,
4.212485313415527,109,879,
4.211878776550293,110,887,
4.211762428283691,111,895,
,112,899,3.1972479820251465
4.211692810058594,112,903,
4.2112932205200195,113,911,
4.210846900939941,114,919,
4.210711479187012,115,927,
4.210296630859375,116,935,
4.210135459899902,117,943,
,118,949,3.3003053665161133
4.210137844085693,118,951,
4.209792613983154,119,959,
4.209447860717773,120,967,
4.209457874298096,121,975,
4.209413051605225,122,983,
4.209590911865234,123,991,
,124,999,3.230189561843872
4.209619045257568,124,999,
4.2095561027526855,125,1007,
4.209169864654541,126,1015,
4.209202766418457,127,1023,
4.20858097076416,128,1031,
4.208317756652832,129,1039,
4.208303451538086,130,1047,
,131,1049,3.3278026580810547
4.208317279815674,131,1055,
4.208155155181885,132,1063,
4.2080512046813965,133,1071,
4.2077789306640625,134,1079,
4.2073469161987305,135,1087,
4.207235813140869,136,1095,
,137,1099,3.312863349914551
4.207178115844727,137,1103,
4.2065582275390625,138,1111,
4.206504821777344,139,1119,
4.20579195022583,140,1127,
4.205942153930664,141,1135,
4.205442428588867,142,1143,
,143,1149,3.2232837677001953
4.204894065856934,143,1151,
4.204202651977539,144,1159,
4.204355239868164,145,1167,
4.203649997711182,146,1175,
4.2032904624938965,147,1183,
4.2031660079956055,148,1191,
,149,1199,3.3284690380096436
4.202932357788086,149,1199,
4.202854156494141,150,1207,
4.202774524688721,151,1215,
4.202427387237549,152,1223,
4.202069282531738,153,1231,
4.202016353607178,154,1239,
4.201416969299316,155,1247,
,156,1249,3.098557472229004
4.2010087966918945,156,1255,
4.200931549072266,157,1263,
4.200822353363037,158,1271,
4.200169086456299,159,1279,
4.199921607971191,160,1287,
4.199141502380371,161,1295,
,162,1299,3.143685817718506
4.198845386505127,162,1303,
4.198470115661621,163,1311,
4.198145866394043,164,1319,
4.19813871383667,165,1327,
4.198075771331787,166,1335,
4.197194576263428,167,1343,
,168,1349,3.238042116165161
4.196176528930664,168,1351,
4.196191310882568,169,1359,
4.195990085601807,170,1367,
4.196183681488037,171,1375,
4.195951461791992,172,1383,
4.195542335510254,173,1391,
,174,1399,3.037684440612793
4.194885730743408,174,1399,
4.195017337799072,175,1407,
4.194918632507324,176,1415,
4.195067405700684,177,1423,
4.194848537445068,178,1431,
4.1940999031066895,179,1439,
4.19378662109375,180,1447,
,181,1449,3.3647148609161377
4.193756103515625,181,1455,
4.193698883056641,182,1463,
4.193638801574707,183,1471,
4.193251132965088,184,1479,
4.193159103393555,185,1487,
4.192652225494385,186,1495,
,187,1499,3.145310401916504
4.1924967765808105,187,1503,
4.1920623779296875,188,1511,
4.1920671463012695,189,1519,
4.192612648010254,190,1527,
4.191806793212891,191,1535,
4.1914873123168945,192,1543,
,193,1549,3.1459145545959473
4.190944671630859,193,1551,
4.19022798538208,194,1559,
4.190116882324219,195,1567,
4.189618110656738,196,1575,
4.189333915710449,197,1583,
4.188912391662598,198,1591,
,199,1599,3.268186569213867
4.188085079193115,199,1599,
