feature,importance
enc_48,0.0053838817
enc_836,0.005228632
enc_625,0.0051372685
enc_58,0.0051178266
enc_399,0.005038612
enc_438,0.005008846
wrkchem,0.0049790503
enc_878,0.0049775536
enc_248,0.0049756765
enc_1010,0.0049723745
enc_263,0.0049214205
enc_863,0.0048168604
enc_246,0.004802634
enc_769,0.004780523
enc_897,0.004746118
enc_738,0.0047383383
enc_122,0.0045659565
cigar,0.0045440504
enc_962,0.004499486
enc_523,0.0044646254
enc_914,0.004389939
enc_591,0.0043889703
enc_285,0.0043614013
enc_77,0.004356622
enc_680,0.0043184324
enc_752,0.004281153
enc_726,0.0042674565
diagemph,0.0042431327
enc_108,0.0041347714
enc_844,0.0040642624
enc_105,0.004042901
enc_679,0.0040123006
enc_944,0.003916623
enc_338,0.0038707138
enc_834,0.0038622257
enc_269,0.003854407
enc_794,0.0036979225
enc_209,0.0036792345
enc_609,0.0036209945
enc_577,0.003555578
enc_130,0.0035409115
enc_472,0.003524055
enc_803,0.0034824614
diaghype,0.0033942026
enc_233,0.0033696475
enc_626,0.0033384678
enc_972,0.00332412
enc_367,0.003322304
enc_292,0.0032653958
enc_939,0.0032324356
enc_599,0.0031203947
enc_666,0.0030998108
enc_307,0.0030241313
enc_124,0.0030222575
enc_930,0.003013729
enc_768,0.0029788604
enc_937,0.0029688508
enc_304,0.0029512194
enc_56,0.0029485547
enc_665,0.0029387355
enc_1007,0.0029192446
enc_510,0.0028964938
enc_341,0.0028830154
enc_990,0.0028486415
enc_323,0.0028054477
enc_148,0.0027673808
enc_114,0.0027419787
enc_435,0.0027373466
enc_891,0.0027290625
enc_414,0.002728202
enc_619,0.0026805482
enc_983,0.0026544926
enc_953,0.0026224288
enc_814,0.0026180004
enc_504,0.002615837
enc_700,0.0026039137
enc_416,0.0025738433
enc_267,0.0025706878
enc_1015,0.0025690186
enc_872,0.0025179908
enc_661,0.0025130545
enc_271,0.0025032805
enc_455,0.0024981685
enc_743,0.0024707904
enc_150,0.002361481
enc_41,0.0023355805
enc_347,0.0023201297
enc_257,0.0023154425
enc_201,0.0022884558
enc_747,0.002276162
enc_42,0.0022287678
enc_410,0.0021554653
enc_694,0.0021443202
enc_106,0.002137428
enc_170,0.0021233717
enc_112,0.0021227929
enc_442,0.0021056547
enc_462,0.0021012009
enc_298,0.00209876
enc_168,0.0020764826
enc_721,0.002074064
enc_595,0.0020722332
enc_623,0.0020633126
enc_549,0.0019946753
enc_156,0.001963954
enc_790,0.001959084
enc_678,0.0019460138
enc_356,0.0019125951
enc_701,0.0019057149
enc_865,0.0018976696
enc_597,0.0018754756
enc_997,0.0018742271
enc_690,0.0018589512
enc_273,0.0018493127
enc_382,0.00181577
enc_129,0.0018140331
enc_871,0.0017992195
enc_73,0.0017975883
enc_318,0.0017974081
enc_557,0.0017796807
enc_20,0.0017781814
enc_71,0.0017704582
enc_876,0.0016786454
enc_861,0.0016757319
enc_217,0.0016524242
enc_586,0.001641869
enc_620,0.0016372881
enc_919,0.0016264695
enc_359,0.0016256195
enc_195,0.0015884265
enc_870,0.0015863
enc_622,0.0015844759
enc_194,0.0015814686
enc_467,0.0015662834
enc_80,0.0015642956
enc_986,0.001560746
enc_174,0.0015499847
enc_789,0.0015408102
enc_473,0.0015328529
enc_303,0.0015150828
enc_458,0.0015132801
enc_225,0.001513124
enc_796,0.0015101952
enc_137,0.0014861227
enc_60,0.0014831659
enc_948,0.001473755
enc_1017,0.001471655
enc_300,0.001435308
fambrother,0.0014285744
enc_659,0.0014184115
enc_524,0.0014135318
enc_952,0.0014123892
enc_376,0.0014011032
enc_915,0.0013884688
enc_302,0.0013805145
enc_237,0.0013771347
enc_290,0.0013650043
smokeday,0.0013564731
enc_204,0.0013393143
enc_641,0.0013314805
enc_792,0.0013260798
enc_242,0.001318701
enc_69,0.0012813578
enc_652,0.0012696688
enc_564,0.0012584035
enc_153,0.0012488624
enc_687,0.0012390094
enc_662,0.0012336057
enc_39,0.0012322366
enc_380,0.001223467
enc_582,0.0012108836
enc_261,0.0012088923
enc_744,0.0012037379
enc_33,0.001199603
enc_96,0.0011924299
enc_4,0.0011762406
enc_506,0.0011680423
enc_987,0.0011649034
enc_672,0.0011554634
enc_143,0.0011533534
enc_578,0.0011487624
enc_449,0.0011382502
enc_471,0.0011119635
enc_756,0.00110953
enc_66,0.001108167
enc_14,0.0011062276
enc_507,0.0010999223
enc_207,0.0010977902
enc_940,0.0010947378
enc_251,0.001081666
enc_497,0.0010813179
enc_55,0.001079871
enc_162,0.0010771258
educat,0.0010363027
enc_669,0.0010355824
enc_1004,0.0010294503
enc_202,0.0010270883
enc_208,0.0010267496
enc_748,0.0010239965
enc_635,0.0010207169
enc_401,0.0010124558
enc_499,0.0010106678
enc_239,0.001008084
enc_698,0.0010065639
enc_281,0.0010054135
enc_1002,0.0010008306
enc_503,0.0009856804
enc_798,0.0009809725
enc_87,0.0009747342
enc_16,0.00097439607
enc_379,0.0009580759
enc_284,0.0009556718
enc_1020,0.00095552765
enc_603,0.0009448401
enc_765,0.00093527295
enc_176,0.0009117805
enc_537,0.0008984034
enc_452,0.00089658657
enc_558,0.0008875191
enc_90,0.00088645273
enc_963,0.0008746786
enc_357,0.0008674868
enc_579,0.00085637
enc_245,0.00085580087
enc_770,0.00084921456
enc_913,0.0008477977
enc_305,0.0008264951
enc_445,0.00082523545
enc_182,0.0007939578
enc_993,0.0007933319
enc_1009,0.00079136743
enc_199,0.0007905515
enc_608,0.0007658611
enc_159,0.00074828055
enc_21,0.0007273415
enc_828,0.00072432746
enc_183,0.0007125447
enc_45,0.000707538
enc_117,0.0007067924
enc_916,0.00070001214
enc_363,0.00069919566
enc_378,0.0006989547
enc_169,0.00068639324
enc_133,0.00067681755
enc_278,0.0006721766
enc_966,0.0006715211
enc_735,0.00066451734
enc_57,0.0006615236
enc_974,0.000659561
enc_632,0.0006582883
enc_373,0.00064769806
enc_433,0.00064042053
enc_938,0.000631784
enc_533,0.00063100463
enc_821,0.00063097564
enc_371,0.00062421884
enc_409,0.0006214827
enc_218,0.0006189052
enc_802,0.0006048418
enc_59,0.0005983907
enc_731,0.0005961507
pipe,0.000588272
enc_649,0.0005632202
enc_543,0.0005627075
enc_745,0.00055207685
enc_850,0.00054699194
enc_867,0.00053876865
enc_78,0.0005384874
enc_637,0.00053496764
enc_154,0.00053428404
enc_397,0.00053327874
enc_800,0.0005302173
enc_366,0.0005291212
enc_616,0.00052847515
enc_464,0.0005283595
enc_762,0.0005215778
enc_422,0.00051904656
enc_727,0.0005180176
enc_178,0.0005008968
enc_960,0.00049874675
family_history,0.00049161876
enc_964,0.00048971595
enc_230,0.0004886103
enc_512,0.00047990674
enc_335,0.00047922222
enc_875,0.00047746184
enc_594,0.00047559882
enc_32,0.00047112006
enc_24,0.0004679906
enc_540,0.00046381835
enc_76,0.00045078466
enc_392,0.00044889742
enc_833,0.0004432476
enc_223,0.00044119195
enc_430,0.0004394254
enc_18,0.0004313415
enc_615,0.00042940592
enc_992,0.0004276996
enc_570,0.000421483
enc_283,0.0004194285
enc_660,0.0004124274
enc_826,0.00040648933
enc_118,0.0004053698
enc_559,0.0004007704
enc_917,0.0003993345
enc_728,0.00039879387
enc_981,0.00039807678
enc_460,0.00039508985
enc_642,0.00039465717
enc_520,0.00039388821
enc_88,0.00039289333
enc_996,0.0003921226
enc_742,0.000387192
enc_436,0.000386576
enc_469,0.00038358758
enc_683,0.00038211604
enc_763,0.00036393426
enc_1021,0.00036207776
enc_387,0.0003585021
enc_957,0.0003534929
enc_89,0.00035340543
enc_334,0.00035307935
enc_198,0.0003505281
enc_995,0.0003461652
enc_372,0.0003402456
enc_293,0.0003347331
enc_394,0.00033282433
enc_513,0.00032857803
enc_350,0.00032619206
enc_842,0.0003220457
enc_488,0.00032114767
enc_516,0.00032079266
enc_978,0.00031796325
enc_670,0.00031599717
enc_53,0.0003149011
enc_723,0.00031366755
diagcopd,0.0003085881
enc_696,0.00030566697
enc_241,0.00029391257
enc_985,0.00028975075
enc_215,0.000289522
enc_886,0.00028684986
enc_602,0.00028586926
enc_584,0.00027989593
enc_317,0.0002787343
enc_646,0.00027676302
enc_1023,0.0002597196
enc_869,0.00025851064
enc_969,0.0002582969
enc_331,0.00025528617
enc_255,0.00025286796
enc_211,0.0002485888
enc_353,0.00024715968
enc_502,0.00024447884
enc_222,0.00024319495
enc_1011,0.00024180111
enc_296,0.00023773771
enc_785,0.00023741045
enc_522,0.00023430663
enc_566,0.00023242757
enc_772,0.00022929402
enc_79,0.0002250678
enc_560,0.00022038088
enc_91,0.00022022158
enc_705,0.00021972165
enc_931,0.00021910605
enc_228,0.00021632446
enc_252,0.00021564285
enc_369,0.00021194993
enc_655,0.00021164035
enc_64,0.00021146724
enc_853,0.0002093579
enc_546,0.00020784808
enc_424,0.00020705494
enc_593,0.00020598997
enc_247,0.00019920527
enc_1019,0.00019777694
enc_229,0.00019745246
enc_393,0.00019691861
enc_988,0.00019453117
enc_203,0.00019404944
enc_428,0.00019038931
enc_734,0.00018984826
enc_11,0.0001858582
enc_10,0.00018558626
enc_816,0.00018346657
diagstro,0.00018077264
enc_289,0.0001797788
enc_444,0.00017820767
enc_417,0.00017715164
enc_521,0.00017421595
enc_95,0.00017118432
enc_6,0.00017078329
enc_740,0.0001701901
enc_104,0.00017007359
enc_185,0.00016995866
enc_404,0.00016912467
enc_634,0.00016898183
enc_189,0.00016892355
enc_244,0.00016629059
enc_126,0.00016447793
enc_903,0.00016389677
enc_799,0.00016228095
enc_773,0.00016087673
enc_407,0.0001608331
enc_567,0.00015867101
enc_280,0.00015850646
enc_63,0.00015821794
enc_716,0.00015807925
enc_256,0.00015717743
enc_650,0.0001571374
enc_664,0.0001565739
enc_52,0.00015636068
enc_386,0.00015597418
enc_477,0.0001551623
enc_219,0.00015505494
enc_243,0.00015293524
enc_157,0.0001525942
enc_260,0.00015174081
enc_262,0.00015034163
enc_807,0.00014529345
enc_910,0.00014392185
enc_140,0.000143446
enc_434,0.00014183299
enc_667,0.00014156077
enc_896,0.00014128268
enc_482,0.00014104223
enc_389,0.00013996784
enc_627,0.00013887757
enc_125,0.000138804
enc_179,0.00013821838
enc_306,0.00013521068
enc_465,0.00013496363
enc_787,0.00013438002
enc_311,0.00013433283
enc_426,0.00013356014
enc_1001,0.00013299902
enc_275,0.0001320067
enc_213,0.00013003818
enc_725,0.00012923402
enc_99,0.00012835498
enc_291,0.00012615524
enc_852,0.00012518602
enc_13,0.00012327703
enc_486,0.00012072213
enc_822,0.00012051305
enc_541,0.000117697986
enc_30,0.00010807071
enc_574,0.0001052503
enc_411,0.000103066195
enc_848,0.000102961945
enc_840,0.00010175619
enc_581,0.00010138752
enc_134,9.483992e-05
enc_818,9.041879e-05
enc_329,8.897298e-05
enc_592,8.7790584e-05
enc_144,8.416684e-05
enc_904,8.054826e-05
enc_858,7.878247e-05
enc_50,7.363591e-05
enc_714,7.3375624e-05
enc_288,7.283457e-05
enc_663,7.2695264e-05
enc_97,6.7517125e-05
enc_633,6.685792e-05
enc_250,6.614135e-05
enc_624,6.402701e-05
enc_912,6.392788e-05
enc_287,6.3919106e-05
enc_965,6.371605e-05
enc_17,6.357895e-05
enc_544,6.347894e-05
enc_299,6.124451e-05
enc_85,6.0711063e-05
enc_793,6.060417e-05
enc_749,5.8791764e-05
enc_297,5.858644e-05
enc_187,5.6746278e-05
enc_315,5.561223e-05
enc_224,4.5266017e-05
enc_589,4.349749e-05
enc_923,3.9803148e-05
enc_0,3.8834303e-05
enc_72,3.5042205e-05
enc_145,3.0530704e-05
enc_703,2.9303515e-05
enc_46,2.9239824e-05
enc_883,2.907673e-05
enc_755,2.8810444e-05
enc_1000,2.8747436e-05
enc_259,2.8042432e-05
enc_443,2.7914935e-05
enc_29,2.3187109e-05
enc_35,1.9957426e-05
enc_103,0.0
enc_109,0.0
enc_111,0.0
enc_113,0.0
enc_811,0.0
enc_115,0.0
enc_810,0.0
enc_116,0.0
enc_808,0.0
enc_806,0.0
enc_805,0.0
enc_119,0.0
enc_795,0.0
enc_804,0.0
enc_801,0.0
enc_813,0.0
enc_846,0.0
enc_843,0.0
enc_841,0.0
enc_838,0.0
enc_837,0.0
enc_835,0.0
enc_832,0.0
enc_831,0.0
enc_830,0.0
enc_829,0.0
enc_825,0.0
enc_84,0.0
enc_107,0.0
enc_82,0.0
enc_81,0.0
enc_75,0.0
enc_70,0.0
enc_68,0.0
enc_65,0.0
enc_62,0.0
enc_61,0.0
enc_820,0.0
enc_819,0.0
enc_817,0.0
enc_815,0.0
enc_83,0.0
enc_757,0.0
enc_754,0.0
enc_753,0.0
enc_751,0.0
enc_750,0.0
enc_746,0.0
enc_741,0.0
enc_739,0.0
enc_737,0.0
enc_736,0.0
enc_733,0.0
enc_732,0.0
enc_730,0.0
enc_729,0.0
enc_181,0.0
enc_845,0.0
enc_177,0.0
enc_175,0.0
enc_173,0.0
enc_172,0.0
enc_171,0.0
enc_167,0.0
enc_166,0.0
enc_165,0.0
enc_163,0.0
enc_161,0.0
enc_160,0.0
enc_155,0.0
enc_152,0.0
enc_724,0.0
enc_720,0.0
enc_180,0.0
enc_100,0.0
enc_98,0.0
enc_94,0.0
enc_92,0.0
enc_791,0.0
enc_788,0.0
enc_786,0.0
enc_784,0.0
enc_783,0.0
enc_782,0.0
enc_780,0.0
enc_779,0.0
enc_777,0.0
enc_776,0.0
enc_775,0.0
enc_758,0.0
enc_771,0.0
enc_767,0.0
enc_761,0.0
enc_760,0.0
enc_151,0.0
enc_147,0.0
enc_142,0.0
enc_136,0.0
enc_135,0.0
enc_131,0.0
enc_128,0.0
enc_123,0.0
enc_121,0.0
enc_120,0.0
enc_759,0.0
enc_774,0.0
cancnasa,0.0
canclung,0.0
canclary,0.0
canckidn,0.0
cancesop,0.0
canccolo,0.0
canccerv,0.0
cancbrea,0.0
cancblad,0.0
diagtube,0.0
diagsili,0.0
diagsarc,0.0
enc_951,0.0
enc_949,0.0
enc_722,0.0
enc_945,0.0
enc_943,0.0
enc_936,0.0
enc_935,0.0
enc_934,0.0
enc_933,0.0
enc_1003,0.0
wrkasbe,0.0
enc_999,0.0
enc_994,0.0
enc_991,0.0
enc_984,0.0
diagfibr,0.0
diagdiab,0.0
enc_946,0.0
enc_922,0.0
diagadas,0.0
enc_474,0.0
enc_470,0.0
enc_468,0.0
enc_466,0.0
enc_463,0.0
enc_461,0.0
enc_457,0.0
enc_454,0.0
enc_453,0.0
enc_451,0.0
enc_448,0.0
enc_447,0.0
cancoral,0.0
enc_441,0.0
enc_440,0.0
enc_1014,0.0
enc_1013,0.0
enc_1012,0.0
enc_1008,0.0
wrkbutc,0.0
gender_2,0.0
diagasbe,0.0
previous_canc,0.0
famsister,0.0
fammother,0.0
famfather,0.0
famchild,0.0
wrkcoal,0.0
enc_446,0.0
enc_47,0.0
enc_44,0.0
enc_43,0.0
enc_38,0.0
enc_34,0.0
enc_28,0.0
enc_27,0.0
enc_26,0.0
enc_25,0.0
enc_887,0.0
enc_885,0.0
enc_884,0.0
enc_882,0.0
enc_881,0.0
locllow,0.0
enc_877,0.0
enc_874,0.0
enc_868,0.0
enc_864,0.0
enc_862,0.0
enc_860,0.0
enc_859,0.0
enc_857,0.0
enc_856,0.0
enc_855,0.0
enc_854,0.0
enc_851,0.0
enc_849,0.0
enc_847,0.0
enc_880,0.0
loclmsb,0.0
enc_1016,0.0
enc_982,0.0
enc_979,0.0
enc_977,0.0
enc_975,0.0
enc_973,0.0
enc_971,0.0
enc_970,0.0
enc_968,0.0
enc_967,0.0
enc_961,0.0
enc_959,0.0
enc_958,0.0
enc_49,0.0
race_1,0.0
enc_909,0.0
enc_908,0.0
enc_906,0.0
enc_901,0.0
enc_900,0.0
enc_899,0.0
enc_898,0.0
enc_895,0.0
enc_894,0.0
enc_893,0.0
enc_890,0.0
enc_889,0.0
enc_888,0.0
enc_51,0.0
enc_955,0.0
enc_539,0.0
enc_538,0.0
enc_374,0.0
enc_370,0.0
enc_368,0.0
enc_365,0.0
enc_362,0.0
enc_361,0.0
enc_355,0.0
enc_354,0.0
enc_352,0.0
enc_351,0.0
enc_349,0.0
enc_348,0.0
enc_707,0.0
enc_406,0.0
enc_400,0.0
enc_398,0.0
enc_390,0.0
enc_388,0.0
enc_385,0.0
enc_384,0.0
enc_383,0.0
enc_377,0.0
enc_535,0.0
enc_532,0.0
enc_531,0.0
enc_530,0.0
enc_529,0.0
enc_345,0.0
enc_585,0.0
enc_580,0.0
enc_573,0.0
enc_572,0.0
enc_571,0.0
enc_568,0.0
enc_343,0.0
enc_342,0.0
enc_340,0.0
enc_339,0.0
enc_337,0.0
enc_336,0.0
enc_328,0.0
enc_327,0.0
enc_542,0.0
enc_325,0.0
enc_324,0.0
enc_322,0.0
enc_319,0.0
enc_314,0.0
enc_313,0.0
enc_565,0.0
enc_556,0.0
enc_555,0.0
enc_554,0.0
enc_553,0.0
enc_552,0.0
enc_551,0.0
enc_550,0.0
enc_326,0.0
wrkhard,0.0
enc_1022,0.0
loccar,0.0
loclhil,0.0
loclin,0.0
locunk,0.0
locrmsb,0.0
locrmid,0.0
locrlow,0.0
locrhil,0.0
locoth,0.0
locmed,0.0
smokework,0.0
cancstom,0.0
enc_528,0.0
enc_475,0.0
enc_929,0.0
diagchro,0.0
diagchas,0.0
diagbron,0.0
enc_1005,0.0
enc_921,0.0
wrkfoun,0.0
enc_924,0.0
enc_479,0.0
canctran,0.0
cancthyr,0.0
wrkflou,0.0
wrkfire,0.0
gender_1,0.0
enc_527,0.0
enc_932,0.0
wrksand,0.0
enc_928,0.0
enc_927,0.0
enc_926,0.0
enc_925,0.0
wrkbaki,0.0
enc_920,0.0
enc_23,0.0
enc_19,0.0
enc_15,0.0
enc_12,0.0
enc_5,0.0
enc_476,0.0
enc_2,0.0
enc_1,0.0
rndgroup_2,0.0
rndgroup_1,0.0
race_99,0.0
race_6,0.0
race_5,0.0
race_4,0.0
race_3,0.0
race_2,0.0
enc_490,0.0
enc_487,0.0
enc_480,0.0
wrkcott,0.0
enc_478,0.0
enc_3,0.0
enc_526,0.0
enc_525,0.0
enc_519,0.0
enc_518,0.0
enc_517,0.0
enc_514,0.0
enc_511,0.0
enc_509,0.0
enc_508,0.0
enc_505,0.0
enc_439,0.0
enc_432,0.0
enc_429,0.0
enc_427,0.0
enc_587,0.0
enc_421,0.0
enc_420,0.0
enc_418,0.0
enc_415,0.0
enc_413,0.0
enc_408,0.0
enc_501,0.0
enc_498,0.0
enc_496,0.0
enc_495,0.0
enc_494,0.0
enc_493,0.0
enc_492,0.0
enc_491,0.0
enc_423,0.0
enc_719,0.0
enc_718,0.0
enc_717,0.0
enc_715,0.0
enc_712,0.0
enc_711,0.0
enc_709,0.0
enc_708,0.0
wrkfarm,0.0
enc_706,0.0
enc_704,0.0
enc_702,0.0
enc_697,0.0
enc_212,0.0
enc_682,0.0
enc_206,0.0
enc_200,0.0
enc_197,0.0
enc_196,0.0
enc_193,0.0
enc_192,0.0
enc_191,0.0
enc_190,0.0
enc_188,0.0
enc_184,0.0
enc_693,0.0
enc_692,0.0
enc_688,0.0
enc_686,0.0
enc_684,0.0
enc_210,0.0
enc_270,0.0
enc_266,0.0
enc_265,0.0
enc_264,0.0
enc_258,0.0
enc_254,0.0
enc_253,0.0
enc_631,0.0
enc_630,0.0
enc_618,0.0
enc_617,0.0
enc_614,0.0
enc_613,0.0
enc_612,0.0
enc_681,0.0
enc_607,0.0
enc_606,0.0
enc_605,0.0
enc_601,0.0
enc_600,0.0
enc_310,0.0
enc_309,0.0
enc_308,0.0
enc_301,0.0
enc_286,0.0
enc_282,0.0
enc_598,0.0
enc_596,0.0
enc_588,0.0
enc_610,0.0
enc_677,0.0
enc_675,0.0
enc_674,0.0
enc_673,0.0
enc_668,0.0
enc_240,0.0
enc_238,0.0
enc_236,0.0
enc_234,0.0
enc_232,0.0
enc_231,0.0
enc_227,0.0
enc_226,0.0
enc_221,0.0
enc_272,0.0
enc_658,0.0
enc_656,0.0
enc_654,0.0
enc_651,0.0
enc_647,0.0
enc_645,0.0
enc_644,0.0
enc_643,0.0
enc_640,0.0
enc_639,0.0
enc_638,0.0
enc_279,0.0
enc_277,0.0
enc_276,0.0
enc_274,0.0
enc_216,0.0
