feature,importance,abs_importance
enc_290,0.0,0.0
enc_289,0.0,0.0
enc_288,0.0,0.0
enc_287,0.0,0.0
enc_286,0.0,0.0
enc_285,0.0,0.0
enc_284,0.0,0.0
enc_283,0.0,0.0
enc_272,0.0,0.0
enc_281,0.0,0.0
enc_280,0.0,0.0
enc_279,0.0,0.0
enc_278,0.0,0.0
enc_277,0.0,0.0
enc_276,0.0,0.0
enc_275,0.0,0.0
enc_274,0.0,0.0
enc_273,0.0,0.0
enc_282,0.0,0.0
enc_388,0.0,0.0
enc_387,0.0,0.0
enc_386,0.0,0.0
enc_385,0.0,0.0
enc_384,0.0,0.0
enc_383,0.0,0.0
enc_382,0.0,0.0
enc_381,0.0,0.0
enc_331,0.0,0.0
enc_379,0.0,0.0
enc_378,0.0,0.0
enc_377,0.0,0.0
enc_376,0.0,0.0
enc_375,0.0,0.0
enc_374,0.0,0.0
enc_373,0.0,0.0
enc_372,0.0,0.0
enc_371,0.0,0.0
enc_380,0.0,0.0
enc_407,0.0,0.0
enc_406,0.0,0.0
enc_405,0.0,0.0
enc_404,0.0,0.0
enc_403,0.0,0.0
enc_402,0.0,0.0
enc_401,0.0,0.0
enc_400,0.0,0.0
enc_389,0.0,0.0
enc_398,0.0,0.0
enc_397,0.0,0.0
enc_396,0.0,0.0
pkyr,0.0,0.0
enc_394,0.0,0.0
enc_393,0.0,0.0
enc_392,0.0,0.0
enc_391,0.0,0.0
enc_390,0.0,0.0
enc_399,0.0,0.0
enc_349,0.0,0.0
enc_348,0.0,0.0
enc_347,0.0,0.0
enc_346,0.0,0.0
enc_345,0.0,0.0
enc_344,0.0,0.0
enc_343,0.0,0.0
enc_342,0.0,0.0
enc_370,0.0,0.0
enc_340,0.0,0.0
enc_339,0.0,0.0
enc_338,0.0,0.0
enc_337,0.0,0.0
enc_336,0.0,0.0
enc_335,0.0,0.0
enc_334,0.0,0.0
enc_333,0.0,0.0
enc_332,0.0,0.0
enc_341,0.0,0.0
enc_369,0.0,0.0
enc_368,0.0,0.0
enc_367,0.0,0.0
enc_366,0.0,0.0
enc_365,0.0,0.0
enc_364,0.0,0.0
enc_363,0.0,0.0
enc_362,0.0,0.0
enc_361,0.0,0.0
enc_350,0.0,0.0
enc_359,0.0,0.0
enc_358,0.0,0.0
enc_357,0.0,0.0
enc_356,0.0,0.0
enc_355,0.0,0.0
enc_354,0.0,0.0
enc_353,0.0,0.0
enc_352,0.0,0.0
enc_351,0.0,0.0
enc_360,0.0,0.0
enc_156,0.0,0.0
enc_155,0.0,0.0
enc_154,0.0,0.0
enc_153,0.0,0.0
enc_152,0.0,0.0
enc_151,0.0,0.0
enc_150,0.0,0.0
enc_149,0.0,0.0
enc_253,0.0,0.0
enc_147,0.0,0.0
enc_146,0.0,0.0
enc_145,0.0,0.0
enc_144,0.0,0.0
enc_143,0.0,0.0
enc_142,0.0,0.0
enc_141,0.0,0.0
enc_140,0.0,0.0
enc_139,0.0,0.0
enc_148,0.0,0.0
enc_175,0.0,0.0
enc_174,0.0,0.0
enc_173,0.0,0.0
enc_172,0.0,0.0
enc_171,0.0,0.0
enc_170,0.0,0.0
enc_169,0.0,0.0
enc_168,0.0,0.0
enc_157,0.0,0.0
enc_166,0.0,0.0
enc_165,0.0,0.0
enc_164,0.0,0.0
enc_163,0.0,0.0
enc_162,0.0,0.0
enc_161,0.0,0.0
enc_160,0.0,0.0
enc_159,0.0,0.0
enc_158,0.0,0.0
enc_167,0.0,0.0
enc_117,0.0,0.0
enc_116,0.0,0.0
enc_115,0.0,0.0
enc_114,0.0,0.0
enc_113,0.0,0.0
enc_112,0.0,0.0
enc_111,0.0,0.0
enc_110,0.0,0.0
enc_138,0.0,0.0
enc_108,0.0,0.0
enc_107,0.0,0.0
enc_106,0.0,0.0
enc_105,0.0,0.0
enc_104,0.0,0.0
enc_103,0.0,0.0
enc_102,0.0,0.0
enc_101,0.0,0.0
enc_100,0.0,0.0
enc_109,0.0,0.0
enc_137,0.0,0.0
enc_136,0.0,0.0
enc_135,0.0,0.0
enc_134,0.0,0.0
enc_133,0.0,0.0
enc_132,0.0,0.0
enc_131,0.0,0.0
enc_130,0.0,0.0
enc_129,0.0,0.0
enc_118,0.0,0.0
enc_127,0.0,0.0
enc_126,0.0,0.0
enc_125,0.0,0.0
enc_124,0.0,0.0
enc_123,0.0,0.0
enc_122,0.0,0.0
enc_121,0.0,0.0
enc_120,0.0,0.0
enc_119,0.0,0.0
enc_128,0.0,0.0
enc_233,0.0,0.0
enc_232,0.0,0.0
enc_231,0.0,0.0
enc_230,0.0,0.0
enc_229,0.0,0.0
enc_228,0.0,0.0
enc_227,0.0,0.0
enc_226,0.0,0.0
enc_176,0.0,0.0
enc_224,0.0,0.0
enc_223,0.0,0.0
enc_222,0.0,0.0
enc_221,0.0,0.0
enc_220,0.0,0.0
enc_219,0.0,0.0
enc_218,0.0,0.0
enc_217,0.0,0.0
enc_216,0.0,0.0
enc_225,0.0,0.0
enc_252,0.0,0.0
enc_251,0.0,0.0
enc_250,0.0,0.0
enc_249,0.0,0.0
enc_248,0.0,0.0
enc_247,0.0,0.0
enc_246,0.0,0.0
enc_245,0.0,0.0
enc_234,0.0,0.0
enc_243,0.0,0.0
enc_242,0.0,0.0
enc_241,0.0,0.0
enc_240,0.0,0.0
enc_239,0.0,0.0
enc_238,0.0,0.0
enc_237,0.0,0.0
enc_236,0.0,0.0
enc_235,0.0,0.0
enc_244,0.0,0.0
enc_194,0.0,0.0
enc_193,0.0,0.0
enc_192,0.0,0.0
enc_191,0.0,0.0
enc_190,0.0,0.0
enc_189,0.0,0.0
enc_188,0.0,0.0
enc_187,0.0,0.0
enc_215,0.0,0.0
enc_185,0.0,0.0
enc_184,0.0,0.0
enc_183,0.0,0.0
enc_182,0.0,0.0
enc_181,0.0,0.0
enc_180,0.0,0.0
enc_179,0.0,0.0
enc_178,0.0,0.0
enc_177,0.0,0.0
enc_186,0.0,0.0
enc_214,0.0,0.0
enc_213,0.0,0.0
enc_212,0.0,0.0
enc_211,0.0,0.0
enc_210,0.0,0.0
enc_209,0.0,0.0
enc_208,0.0,0.0
enc_207,0.0,0.0
enc_206,0.0,0.0
enc_195,0.0,0.0
enc_204,0.0,0.0
enc_203,0.0,0.0
enc_202,0.0,0.0
enc_201,0.0,0.0
enc_200,0.0,0.0
enc_199,0.0,0.0
enc_198,0.0,0.0
enc_197,0.0,0.0
enc_196,0.0,0.0
enc_205,0.0,0.0
