feature,importance
enc_640,7.986997e-07
enc_235,7.86746e-07
enc_420,7.7455434e-07
enc_945,7.673916e-07
enc_611,7.623438e-07
enc_792,7.573699e-07
enc_424,7.353259e-07
enc_150,7.34609e-07
enc_364,7.2947273e-07
enc_390,7.2905084e-07
enc_318,7.1707376e-07
enc_267,7.09016e-07
enc_231,7.08784e-07
enc_114,6.935121e-07
enc_887,6.806084e-07
enc_452,6.8024764e-07
enc_935,6.701851e-07
enc_274,6.6944625e-07
enc_332,6.600903e-07
enc_718,6.56961e-07
enc_768,6.548954e-07
enc_996,6.544435e-07
enc_273,6.404299e-07
enc_203,6.345184e-07
enc_2,6.3395447e-07
enc_759,6.2247267e-07
enc_1017,6.221859e-07
enc_686,6.209302e-07
enc_297,6.208387e-07
enc_864,6.203592e-07
enc_955,6.181796e-07
enc_165,6.131057e-07
enc_248,6.0642634e-07
enc_886,6.063199e-07
enc_782,6.049659e-07
enc_816,6.003875e-07
enc_512,5.9936883e-07
enc_711,5.935947e-07
enc_41,5.912732e-07
enc_758,5.7511085e-07
enc_783,5.6998493e-07
enc_212,5.6882357e-07
enc_298,5.6699685e-07
enc_769,5.649589e-07
enc_592,5.6464717e-07
enc_724,5.641768e-07
enc_933,5.6272285e-07
enc_91,5.614867e-07
enc_325,5.527653e-07
enc_442,5.5050066e-07
enc_438,5.482724e-07
enc_72,5.409526e-07
enc_327,5.405852e-07
smokeyr,5.396385e-07
enc_499,5.3744543e-07
enc_463,5.2525655e-07
enc_270,5.2179826e-07
enc_529,5.1615217e-07
enc_62,5.152691e-07
enc_904,5.131983e-07
enc_146,5.079793e-07
enc_726,5.027198e-07
enc_574,5.021433e-07
enc_211,5.008479e-07
enc_54,5.0059623e-07
enc_312,4.90855e-07
enc_621,4.838278e-07
enc_90,4.8357475e-07
enc_460,4.7161856e-07
enc_929,4.7092766e-07
enc_914,4.7008612e-07
enc_328,4.7007043e-07
enc_992,4.6363894e-07
enc_21,4.606423e-07
enc_920,4.595001e-07
enc_436,4.5291875e-07
enc_458,4.5129818e-07
enc_635,4.489062e-07
enc_927,4.4791295e-07
enc_81,4.474569e-07
enc_96,4.454924e-07
enc_507,4.4143107e-07
enc_158,4.4094705e-07
enc_734,4.3864316e-07
enc_923,4.3647847e-07
enc_454,4.2902602e-07
enc_354,4.2595843e-07
enc_691,4.21909e-07
enc_470,4.1825737e-07
enc_392,4.1674699e-07
enc_446,4.142414e-07
enc_861,4.1416342e-07
enc_259,4.1000968e-07
enc_620,4.0692197e-07
enc_103,4.0691808e-07
enc_118,4.0620222e-07
enc_925,4.032895e-07
enc_31,4.016418e-07
enc_917,4.0130712e-07
enc_316,3.8957506e-07
enc_113,3.8922002e-07
enc_193,3.736332e-07
enc_18,3.7098692e-07
enc_166,3.7080605e-07
enc_812,3.6952454e-07
enc_985,3.688834e-07
enc_189,3.6548013e-07
enc_95,3.643144e-07
enc_753,3.6205353e-07
enc_474,3.524819e-07
enc_585,3.5246183e-07
enc_74,3.5123034e-07
enc_234,3.4730334e-07
enc_471,3.4291776e-07
enc_773,3.4195745e-07
enc_765,3.4078235e-07
enc_790,3.378388e-07
enc_286,3.3738996e-07
enc_380,3.3387346e-07
enc_729,3.3186163e-07
enc_707,3.297411e-07
enc_822,3.2763475e-07
enc_140,3.2647273e-07
enc_23,3.245603e-07
enc_982,3.2308373e-07
educat,3.2072577e-07
enc_447,3.2003473e-07
enc_197,3.1966186e-07
enc_747,3.1957666e-07
enc_525,3.1932888e-07
enc_397,3.1667025e-07
enc_415,3.152214e-07
enc_708,3.118762e-07
enc_843,3.11331e-07
enc_597,3.111948e-07
enc_539,3.025202e-07
work_related,3.0127606e-07
enc_517,2.997968e-07
enc_781,2.9779216e-07
enc_204,2.974989e-07
enc_477,2.9527058e-07
enc_443,2.9102193e-07
enc_844,2.8850445e-07
diagstro,2.8479494e-07
enc_254,2.8216658e-07
enc_702,2.757568e-07
enc_665,2.7236334e-07
enc_754,2.7177353e-07
enc_92,2.6859033e-07
enc_732,2.6611764e-07
enc_608,2.644057e-07
enc_601,2.601882e-07
enc_224,2.5765624e-07
enc_331,2.509578e-07
enc_829,2.4877224e-07
enc_29,2.4860705e-07
enc_604,2.4736062e-07
enc_940,2.462429e-07
enc_605,2.4489205e-07
enc_126,2.4287607e-07
enc_144,2.385861e-07
enc_24,2.3767366e-07
enc_557,2.3087993e-07
enc_703,2.2359322e-07
enc_668,2.210048e-07
enc_123,2.1353057e-07
enc_430,2.0907548e-07
enc_526,2.0760554e-07
enc_798,2.0634536e-07
enc_503,2.0582544e-07
enc_249,2.0409377e-07
enc_202,2.018198e-07
enc_13,2.0177235e-07
enc_855,1.9927738e-07
enc_541,1.9401253e-07
enc_572,1.9158415e-07
enc_609,1.9155691e-07
enc_561,1.8925492e-07
enc_306,1.8336134e-07
enc_836,1.8150624e-07
enc_555,1.7932594e-07
enc_217,1.7715163e-07
enc_590,1.6604172e-07
enc_799,1.6470943e-07
enc_817,1.6334056e-07
enc_210,1.6185388e-07
enc_455,1.5885283e-07
enc_448,1.5742992e-07
pkyr,1.5629486e-07
enc_48,1.5467337e-07
enc_137,1.54482e-07
enc_704,1.5301312e-07
bmi,1.49322e-07
enc_908,1.4069039e-07
enc_959,1.372331e-07
enc_636,1.308542e-07
enc_623,1.2717655e-07
enc_294,1.2687094e-07
enc_4,1.2515004e-07
enc_177,1.2423223e-07
enc_226,1.2395428e-07
enc_402,1.2232404e-07
enc_679,1.219775e-07
enc_401,1.1887678e-07
enc_36,1.1287441e-07
enc_489,1.1049758e-07
enc_712,1.0942193e-07
enc_548,1.0912843e-07
enc_56,1.08243206e-07
enc_153,1.0711788e-07
enc_796,1.07043924e-07
enc_340,8.766305e-08
enc_429,8.630016e-08
enc_351,8.5832156e-08
enc_627,8.570571e-08
enc_183,8.4504975e-08
enc_120,8.28385e-08
enc_386,8.250029e-08
enc_324,8.187504e-08
enc_1000,7.951307e-08
enc_220,7.844381e-08
enc_242,7.7218374e-08
enc_3,7.574689e-08
enc_200,7.562997e-08
enc_405,7.354717e-08
enc_5,7.212294e-08
enc_299,5.8882648e-08
enc_227,4.880826e-08
enc_562,3.9833125e-08
enc_479,3.4966195e-08
enc_334,2.6181942e-08
enc_576,2.560004e-08
enc_715,1.35544695e-08
enc_473,1.2576694e-08
enc_845,1.0530973e-08
enc_28,0.0
enc_25,0.0
enc_801,0.0
enc_740,0.0
enc_738,0.0
enc_736,0.0
enc_733,0.0
enc_19,0.0
enc_17,0.0
enc_16,0.0
enc_14,0.0
enc_744,0.0
enc_743,0.0
enc_710,0.0
enc_61,0.0
enc_59,0.0
enc_58,0.0
enc_76,0.0
enc_69,0.0
enc_67,0.0
enc_65,0.0
enc_699,0.0
enc_694,0.0
enc_689,0.0
enc_63,0.0
enc_22,0.0
enc_43,0.0
enc_42,0.0
enc_39,0.0
enc_37,0.0
enc_34,0.0
enc_33,0.0
enc_757,0.0
enc_756,0.0
enc_755,0.0
enc_742,0.0
enc_44,0.0
enc_767,0.0
enc_766,0.0
enc_764,0.0
enc_762,0.0
enc_716,0.0
enc_802,0.0
enc_709,0.0
enc_723,0.0
enc_722,0.0
enc_719,0.0
enc_750,0.0
enc_934,0.0
enc_937,0.0
enc_921,0.0
enc_924,0.0
enc_926,0.0
enc_909,0.0
enc_911,0.0
enc_912,0.0
enc_690,0.0
enc_918,0.0
cigar,0.0
enc_1019,0.0
enc_1021,0.0
enc_1008,0.0
enc_1009,0.0
enc_1011,0.0
pipe,0.0
enc_916,0.0
enc_878,0.0
enc_884,0.0
enc_885,0.0
enc_865,0.0
enc_866,0.0
enc_868,0.0
enc_869,0.0
enc_870,0.0
enc_932,0.0
enc_938,0.0
diagadas,0.0
diagasbe,0.0
diagbron,0.0
diagchas,0.0
diagchro,0.0
diagcopd,0.0
enc_928,0.0
enc_871,0.0
enc_988,0.0
enc_989,0.0
enc_990,0.0
enc_993,0.0
wrksand,0.0
wrkweld,0.0
enc_975,0.0
enc_976,0.0
enc_964,0.0
enc_979,0.0
wrkcoal,0.0
wrkcott,0.0
wrkfarm,0.0
wrkfire,0.0
wrkflou,0.0
wrkfoun,0.0
wrkhard,0.0
enc_977,0.0
enc_966,0.0
enc_968,0.0
enc_971,0.0
enc_972,0.0
enc_973,0.0
enc_1007,0.0
enc_953,0.0
enc_954,0.0
enc_984,0.0
enc_957,0.0
enc_960,0.0
loclin,0.0
enc_994,0.0
enc_995,0.0
enc_998,0.0
enc_1001,0.0
enc_1002,0.0
loclhil,0.0
enc_956,0.0
family_history,0.0
gender_1,0.0
gender_2,0.0
enc_838,0.0
enc_839,0.0
enc_840,0.0
enc_841,0.0
enc_842,0.0
enc_877,0.0
enc_826,0.0
enc_827,0.0
enc_830,0.0
enc_832,0.0
enc_837,0.0
enc_813,0.0
enc_815,0.0
enc_819,0.0
enc_825,0.0
enc_805,0.0
enc_806,0.0
enc_807,0.0
enc_789,0.0
enc_795,0.0
enc_779,0.0
enc_784,0.0
enc_785,0.0
previous_canc,0.0
enc_788,0.0
enc_771,0.0
enc_775,0.0
enc_776,0.0
enc_777,0.0
enc_778,0.0
fammother,0.0
famsister,0.0
enc_786,0.0
race_6,0.0
race_99,0.0
rndgroup_1,0.0
enc_896,0.0
enc_897,0.0
enc_899,0.0
enc_905,0.0
enc_906,0.0
enc_820,0.0
enc_888,0.0
enc_889,0.0
enc_891,0.0
enc_893,0.0
enc_894,0.0
enc_895,0.0
enc_874,0.0
enc_876,0.0
enc_907,0.0
enc_821,0.0
enc_858,0.0
enc_859,0.0
enc_862,0.0
enc_863,0.0
enc_10,0.0
enc_11,0.0
enc_848,0.0
race_5,0.0
enc_850,0.0
enc_853,0.0
rndgroup_2,0.0
enc_6,0.0
enc_8,0.0
race_1,0.0
race_2,0.0
race_3,0.0
race_4,0.0
enc_849,0.0
enc_345,0.0
enc_198,0.0
enc_201,0.0
enc_185,0.0
enc_186,0.0
enc_187,0.0
enc_191,0.0
enc_194,0.0
enc_615,0.0
enc_176,0.0
enc_179,0.0
enc_180,0.0
enc_181,0.0
enc_184,0.0
enc_383,0.0
enc_384,0.0
enc_387,0.0
enc_388,0.0
enc_196,0.0
enc_256,0.0
enc_329,0.0
enc_174,0.0
enc_317,0.0
enc_320,0.0
enc_321,0.0
enc_322,0.0
enc_323,0.0
enc_344,0.0
enc_311,0.0
enc_296,0.0
enc_302,0.0
enc_303,0.0
enc_338,0.0
enc_339,0.0
enc_341,0.0
enc_342,0.0
enc_343,0.0
enc_309,0.0
enc_428,0.0
enc_431,0.0
enc_432,0.0
enc_413,0.0
enc_416,0.0
enc_417,0.0
enc_419,0.0
enc_423,0.0
enc_389,0.0
enc_407,0.0
enc_408,0.0
enc_410,0.0
enc_412,0.0
enc_394,0.0
enc_395,0.0
enc_396,0.0
enc_398,0.0
enc_399,0.0
enc_404,0.0
enc_391,0.0
enc_372,0.0
enc_373,0.0
enc_374,0.0
enc_375,0.0
enc_376,0.0
enc_378,0.0
enc_382,0.0
enc_357,0.0
enc_427,0.0
enc_361,0.0
enc_367,0.0
enc_368,0.0
enc_370,0.0
enc_347,0.0
enc_350,0.0
enc_352,0.0
enc_356,0.0
enc_425,0.0
enc_359,0.0
enc_947,0.0
enc_951,0.0
locllow,0.0
canclung,0.0
cancnasa,0.0
cancoral,0.0
cancstom,0.0
cancthyr,0.0
enc_253,0.0
fambrother,0.0
famchild,0.0
diagtube,0.0
cancblad,0.0
cancbrea,0.0
canccerv,0.0
canccolo,0.0
cancesop,0.0
canckidn,0.0
canctran,0.0
loclup,0.0
locmed,0.0
locoth,0.0
locrhil,0.0
locrlow,0.0
locrmid,0.0
locrmsb,0.0
locrup,0.0
locunk,0.0
enc_943,0.0
wrkbaki,0.0
wrkbutc,0.0
wrkchem,0.0
enc_1004,0.0
enc_962,0.0
enc_952,0.0
wrkpain,0.0
smokework,0.0
famfather,0.0
wrkasbe,0.0
enc_207,0.0
enc_213,0.0
enc_215,0.0
enc_283,0.0
enc_284,0.0
enc_288,0.0
enc_290,0.0
enc_291,0.0
canclary,0.0
enc_276,0.0
enc_278,0.0
enc_279,0.0
enc_282,0.0
enc_260,0.0
enc_269,0.0
enc_272,0.0
enc_251,0.0
enc_252,0.0
enc_292,0.0
diagdiab,0.0
diagemph,0.0
diagfibr,0.0
diaghype,0.0
diagpneu,0.0
diagsarc,0.0
diagsili,0.0
loccar,0.0
enc_238,0.0
enc_225,0.0
enc_240,0.0
enc_245,0.0
enc_246,0.0
enc_247,0.0
enc_230,0.0
enc_233,0.0
enc_218,0.0
enc_221,0.0
enc_222,0.0
enc_239,0.0
enc_603,0.0
enc_607,0.0
enc_591,0.0
enc_594,0.0
enc_595,0.0
enc_598,0.0
enc_580,0.0
enc_581,0.0
enc_400,0.0
enc_586,0.0
enc_587,0.0
enc_588,0.0
enc_589,0.0
enc_624,0.0
enc_625,0.0
enc_628,0.0
enc_632,0.0
enc_633,0.0
enc_582,0.0
enc_565,0.0
enc_566,0.0
enc_567,0.0
enc_132,0.0
enc_135,0.0
enc_139,0.0
enc_141,0.0
enc_558,0.0
enc_600,0.0
enc_127,0.0
enc_128,0.0
enc_129,0.0
enc_610,0.0
enc_613,0.0
enc_614,0.0
loclmsb,0.0
enc_617,0.0
enc_618,0.0
enc_125,0.0
enc_649,0.0
enc_650,0.0
enc_651,0.0
enc_653,0.0
enc_654,0.0
enc_656,0.0
enc_658,0.0
enc_659,0.0
enc_100,0.0
enc_641,0.0
enc_646,0.0
enc_647,0.0
enc_648,0.0
enc_700,0.0
enc_701,0.0
enc_705,0.0
enc_687,0.0
enc_688,0.0
enc_639,0.0
enc_102,0.0
enc_104,0.0
enc_105,0.0
enc_106,0.0
enc_107,0.0
enc_108,0.0
enc_85,0.0
enc_93,0.0
enc_82,0.0
enc_676,0.0
enc_681,0.0
enc_683,0.0
enc_46,0.0
enc_52,0.0
enc_53,0.0
enc_663,0.0
enc_664,0.0
enc_666,0.0
enc_674,0.0
enc_83,0.0
enc_466,0.0
enc_468,0.0
enc_163,0.0
enc_164,0.0
enc_167,0.0
enc_168,0.0
enc_169,0.0
enc_462,0.0
enc_563,0.0
enc_155,0.0
enc_157,0.0
enc_160,0.0
enc_161,0.0
enc_162,0.0
enc_516,0.0
enc_522,0.0
enc_523,0.0
enc_504,0.0
enc_154,0.0
enc_145,0.0
enc_147,0.0
enc_148,0.0
enc_152,0.0
enc_457,0.0
enc_459,0.0
enc_461,0.0
enc_142,0.0
enc_444,0.0
enc_464,0.0
enc_451,0.0
enc_435,0.0
enc_439,0.0
enc_441,0.0
enc_476,0.0
enc_478,0.0
enc_480,0.0
enc_481,0.0
enc_482,0.0
enc_445,0.0
enc_110,0.0
enc_111,0.0
enc_112,0.0
enc_544,0.0
enc_546,0.0
enc_547,0.0
enc_549,0.0
enc_527,0.0
enc_505,0.0
enc_530,0.0
enc_535,0.0
enc_569,0.0
enc_570,0.0
enc_577,0.0
enc_578,0.0
enc_579,0.0
enc_559,0.0
enc_560,0.0
enc_528,0.0
enc_508,0.0
enc_511,0.0
enc_514,0.0
enc_492,0.0
enc_496,0.0
enc_497,0.0
enc_498,0.0
enc_483,0.0
enc_485,0.0
enc_556,0.0
enc_487,0.0
enc_488,0.0
enc_490,0.0
enc_491,0.0
enc_117,0.0
enc_119,0.0
enc_122,0.0
enc_551,0.0
enc_553,0.0
enc_486,0.0
