feature,importance
enc_954,0.0
enc_955,0.0
enc_957,0.0
enc_958,0.0
enc_959,0.0
enc_944,0.0
enc_946,0.0
enc_592,0.0
enc_1014,0.0
enc_1002,0.0
enc_1003,0.0
enc_1004,0.0
loccar,0.0
loclhil,0.0
loclin,0.0
locllow,0.0
loclmsb,0.0
locmed,0.0
locoth,0.0
smokelive,0.0
enc_1013,0.0
enc_876,0.0
enc_878,0.0
enc_879,0.0
enc_866,0.0
enc_867,0.0
enc_870,0.0
enc_871,0.0
enc_921,0.0
enc_922,0.0
enc_923,0.0
enc_924,0.0
enc_925,0.0
enc_898,0.0
enc_912,0.0
enc_913,0.0
enc_915,0.0
enc_916,0.0
enc_917,0.0
enc_904,0.0
enc_906,0.0
enc_907,0.0
enc_908,0.0
enc_910,0.0
enc_911,0.0
enc_896,0.0
enc_926,0.0
enc_993,0.0
enc_994,0.0
enc_996,0.0
enc_997,0.0
enc_998,0.0
locrmid,0.0
race_2,0.0
race_3,0.0
race_4,0.0
race_5,0.0
race_6,0.0
race_99,0.0
enc_1016,0.0
rndgroup_2,0.0
previous_canc,0.0
previous_diseases,0.0
family_history,0.0
enc_948,0.0
enc_949,0.0
enc_936,0.0
enc_937,0.0
enc_939,0.0
enc_942,0.0
enc_930,0.0
enc_931,0.0
rndgroup_1,0.0
enc_1017,0.0
enc_1018,0.0
enc_1020,0.0
enc_1021,0.0
enc_1022,0.0
locunk,0.0
enc_1008,0.0
enc_1009,0.0
diagdiab,0.0
diagemph,0.0
diagfibr,0.0
wrkflou,0.0
enc_1007,0.0
wrkhard,0.0
wrksand,0.0
wrkweld,0.0
diagadas,0.0
diagasbe,0.0
wrkasbe,0.0
wrkbaki,0.0
wrkbutc,0.0
wrkchem,0.0
wrkcoal,0.0
enc_1005,0.0
enc_1006,0.0
wrkfoun,0.0
enc_809,0.0
enc_810,0.0
enc_811,0.0
enc_812,0.0
enc_813,0.0
enc_815,0.0
enc_800,0.0
enc_801,0.0
enc_802,0.0
enc_803,0.0
enc_804,0.0
enc_807,0.0
enc_875,0.0
enc_858,0.0
enc_860,0.0
enc_862,0.0
enc_863,0.0
enc_848,0.0
enc_849,0.0
enc_851,0.0
gender_1,0.0
gender_2,0.0
race_1,0.0
cancstom,0.0
cancthyr,0.0
enc_856,0.0
enc_776,0.0
enc_777,0.0
enc_778,0.0
enc_779,0.0
enc_780,0.0
enc_781,0.0
enc_783,0.0
enc_768,0.0
enc_769,0.0
enc_772,0.0
enc_774,0.0
enc_775,0.0
enc_808,0.0
enc_826,0.0
enc_827,0.0
enc_828,0.0
enc_829,0.0
enc_830,0.0
