val_loss,epoch,step,train_loss
4.155947208404541,0,7,
4.155891418457031,1,15,
4.1551408767700195,2,23,
4.153849124908447,3,31,
4.153510093688965,4,39,
4.15287971496582,5,47,
,6,49,3.2963650226593018
4.150273323059082,6,55,
4.143836975097656,7,63,
4.135239601135254,8,71,
4.122637748718262,9,79,
4.113248348236084,10,87,
4.1042351722717285,11,95,
,12,99,3.125326156616211
4.095273971557617,12,103,
4.08778715133667,13,111,
4.087251663208008,14,119,
4.079921722412109,15,127,
4.0797295570373535,16,135,
4.085931301116943,17,143,
,18,149,2.814253568649292
4.081954002380371,18,151,
4.076700210571289,19,159,
4.069523811340332,20,167,
4.06590461730957,21,175,
4.0638298988342285,22,183,
4.063920021057129,23,191,
,24,199,2.8861396312713623
4.064600467681885,24,199,
4.060239315032959,25,207,
4.063943386077881,26,215,
4.0681843757629395,27,223,
4.064929962158203,28,231,
4.0565080642700195,29,239,
4.0505170822143555,30,247,
,31,249,3.3598434925079346
4.0450215339660645,31,255,
4.039906978607178,32,263,
4.034046173095703,33,271,
4.028235912322998,34,279,
4.015444755554199,35,287,
4.005099296569824,36,295,
,37,299,3.09989070892334
4.002533435821533,37,303,
3.996950149536133,38,311,
3.9834272861480713,39,319,
3.9620745182037354,40,327,
3.948467969894409,41,335,
3.944453001022339,42,343,
,43,349,2.3598427772521973
3.937803268432617,43,351,
3.9316554069519043,44,359,
3.924607276916504,45,367,
3.9122538566589355,46,375,
3.90143084526062,47,383,
3.895146608352661,48,391,
,49,399,3.055572032928467
3.889692783355713,49,399,
3.891974687576294,50,407,
3.8910927772521973,51,415,
3.887192726135254,52,423,
3.8811960220336914,53,431,
3.8884787559509277,54,439,
3.8974764347076416,55,447,
,56,449,2.8530149459838867
3.8943729400634766,56,455,
3.8843750953674316,57,463,
3.865384578704834,58,471,
3.8430562019348145,59,479,
3.837768077850342,60,487,
3.839054584503174,61,495,
,62,499,1.8931701183319092
3.842467784881592,62,503,
3.8447914123535156,63,511,
3.8511404991149902,64,519,
3.8543920516967773,65,527,
3.865537643432617,66,535,
3.8561031818389893,67,543,
,68,549,3.476410388946533
3.840019702911377,68,551,
3.824462890625,69,559,
3.815823554992676,70,567,
3.7940216064453125,71,575,
3.7899816036224365,72,583,
3.7831807136535645,73,591,
,74,599,2.185976982116699
3.7935872077941895,74,599,
3.8072612285614014,75,607,
3.8199503421783447,76,615,
3.816877603530884,77,623,
3.8163657188415527,78,631,
3.7919626235961914,79,639,
3.775575637817383,80,647,
,81,649,2.5250937938690186
3.754481077194214,81,655,
3.7315125465393066,82,663,
3.7169952392578125,83,671,
3.7139272689819336,84,679,
3.713454484939575,85,687,
3.707306385040283,86,695,
,87,699,3.060025453567505
3.7093729972839355,87,703,
3.6970584392547607,88,711,
3.6889543533325195,89,719,
3.6439223289489746,90,727,
3.6184496879577637,91,735,
