model,c_index,td_auc_5y,brier_score_5y,accuracy_5y,precision_5y,recall_5y,static_auc_5y,roc_auc,best_params
cox_ph,0.8468536770280516,0.8866363909227,0.12228766436423574,0.8108108108108109,0.6666666666666666,0.6,0.8703703703703703,0.8703703703703703,{'model__alphas': [0.1]}
gradient_boosting_survival,0.8392721758908264,0.9012644406971203,0.12613673836717193,0.8243243243243243,0.6842105263157895,0.65,0.861111111111111,0.861111111111111,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}"
random_survival_forest,0.8286580742987112,0.8742557726846532,0.12772005086320432,0.8108108108108109,0.6875,0.55,0.8546296296296296,0.8546296296296296,"{'model__max_depth': 5, 'model__n_estimators': 100}"
