model,c_index,td_auc_5y,brier_score_5y,accuracy_5y,precision_5y,recall_5y,static_auc_5y,roc_auc,best_params
cox_ph,0.8468536770280516,0.8866363909227,0.12228766436423577,0.8108108108108109,0.6666666666666666,0.6,0.8703703703703703,0.8703703703703703,{'model__alphas': [0.1]}
gradient_boosting_survival,0.8392721758908264,0.900863249324783,0.12628741014503453,0.8243243243243243,0.6842105263157895,0.65,0.8601851851851852,0.8601851851851852,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}"
random_survival_forest,0.8324488248673237,0.869145227143394,0.1330355512879007,0.7837837837837838,0.7,0.35,0.8722222222222222,0.8722222222222222,"{'model__max_depth': 3, 'model__n_estimators': 100}"
cox_net,0.734647460197119,0.7964704067291418,0.19674656018199688,0.7432432432432432,0.5263157894736842,0.5,0.7648148148148148,0.7648148148148148,{'model__n_alphas': 50}
